dataset_name,hash_strategy,n,load_factor,m,iterations,insert_time_mean,insert_time_std,search_time_mean,search_time_std,max_chain_length_mean,max_chain_length_std,collision_count_mean,collision_count_std
adversarial,universal,5000,1.0,5000,40,832.9295,0.0,862.2825,0.0,2,0.0,1459,0.0
adversarial,fixed,5000,1.0,5000,50,33203.6892,0.0,32224.0592,0.0,5000,0.0,4999,0.0
adversarial,universal,5000,1.0,5000,50,861.8164,0.0,878.2884,0.0,2,0.0,1459,0.0
near_duplicate,fixed,5000,1.0,5000,10,833.618,0.0,851.832,0.0,1,0.0,0,0.0
near_duplicate,universal,5000,1.0,5000,10,1088.794,0.0,1043.146,0.0,1,0.0,0,0.0
near_duplicate,fixed,5000,1.0,5000,20,711.511,0.0,872.997,0.0,1,0.0,0,0.0
near_duplicate,universal,5000,1.0,5000,20,925.973,0.0,730.769,0.0,1,0.0,0,0.0
near_duplicate,fixed,5000,1.0,5000,30,644.6613333333333,0.0,892.4206666666666,0.0,1,0.0,0,0.0
near_duplicate,universal,5000,1.0,5000,30,1112.014,0.0,893.3206666666666,0.0,1,0.0,0,0.0
near_duplicate,fixed,5000,1.0,5000,40,662.8265,0.0,742.921,0.0,1,0.0,0,0.0
near_duplicate,universal,5000,1.0,5000,40,868.6025,0.0,763.283,0.0,1,0.0,0,0.0
near_duplicate,fixed,5000,1.0,5000,50,653.7372,0.0,799.528,0.0,1,0.0,0,0.0
near_duplicate,universal,5000,1.0,5000,50,945.3,0.0,845.7924,0.0,1,0.0,0,0.0
uniform,fixed,5000,2.0,2500,10,694.404,0.0,912.764,0.0,9,0.0,2585,0.0
uniform,universal,5000,2.0,2500,10,977.338,0.0,912.642,0.0,8,0.0,2589,0.0
uniform,fixed,5000,2.0,2500,20,1048.449,0.0,960.707,0.0,9,0.0,2585,0.0
uniform,universal,5000,2.0,2500,20,853.939,0.0,862.259,0.0,8,0.0,2589,0.0
uniform,fixed,5000,2.0,2500,30,761.694,0.0,732.4526666666667,0.0,9,0.0,2585,0.0
uniform,universal,5000,2.0,2500,30,809.3066666666666,0.0,751.04,0.0,8,0.0,2589,0.0
uniform,fixed,5000,2.0,2500,40,727.337,0.0,837.5045,0.0,9,0.0,2585,0.0
uniform,universal,5000,2.0,2500,40,1345.6475,0.0,1108.0925,0.0,8,0.0,2589,0.0
uniform,fixed,5000,2.0,2500,50,807.12,0.0,775.8728,0.0,9,0.0,2585,0.0
uniform,universal,5000,2.0,2500,50,894.8076,0.0,907.2844,0.0,8,0.0,2589,0.0
sorted,fixed,5000,2.0,2500,10,775.586,0.0,811.6,0.0,2,0.0,2500,0.0
sorted,universal,5000,2.0,2500,10,781.516,0.0,1003.81,0.0,4,0.0,2500,0.0
sorted,fixed,5000,2.0,2500,20,726.648,0.0,820.87,0.0,2,0.0,2500,0.0
sorted,universal,5000,2.0,2500,20,957.289,0.0,1005.421,0.0,4,0.0,2500,0.0
sorted,fixed,5000,2.0,2500,30,807.0506666666666,0.0,832.948,0.0,2,0.0,2500,0.0
sorted,universal,5000,2.0,2500,30,857.2813333333334,0.0,824.6086666666666,0.0,4,0.0,2500,0.0
sorted,fixed,5000,2.0,2500,40,711.8325,0.0,747.2385,0.0,2,0.0,2500,0.0
sorted,universal,5000,2.0,2500,40,986.7765,0.0,1127.247,0.0,4,0.0,2500,0.0
sorted,fixed,5000,2.0,2500,50,842.9988,0.0,825.9496,0.0,2,0.0,2500,0.0
sorted,universal,5000,2.0,2500,50,812.208,0.0,892.7128,0.0,4,0.0,2500,0.0
adversarial,fixed,5000,2.0,2500,10,29166.446,0.0,34840.216,0.0,5000,0.0,4999,0.0
adversarial,universal,5000,2.0,2500,10,884.314,0.0,780.788,0.0,3,0.0,2500,0.0
adversarial,fixed,5000,2.0,2500,20,33702.176,0.0,32366.626,0.0,5000,0.0,4999,0.0
adversarial,universal,5000,2.0,2500,20,797.165,0.0,853.848,0.0,3,0.0,2500,0.0
adversarial,fixed,5000,2.0,2500,30,30684.596666666668,0.0,32053.769333333334,0.0,5000,0.0,4999,0.0
adversarial,universal,5000,2.0,2500,30,858.6713333333333,0.0,856.718,0.0,3,0.0,2500,0.0
adversarial,fixed,5000,2.0,2500,40,30089.003,0.0,39490.451,0.0,5000,0.0,4999,0.0
adversarial,universal,5000,2.0,2500,40,711.626,0.0,773.5525,0.0,3,0.0,2500,0.0
adversarial,fixed,5000,2.0,2500,50,28483.7044,0.0,44068.9484,0.0,5000,0.0,4999,0.0
adversarial,universal,5000,2.0,2500,50,1193.5904,0.0,1387.0684,0.0,3,0.0,2500,0.0
near_duplicate,fixed,5000,2.0,2500,10,748.438,0.0,806.804,0.0,1,0.0,0,0.0
near_duplicate,universal,5000,2.0,2500,10,1031.204,0.0,1193.404,0.0,1,0.0,0,0.0
near_duplicate,fixed,5000,2.0,2500,20,847.012,0.0,1094.032,0.0,1,0.0,0,0.0
near_duplicate,universal,5000,2.0,2500,20,1142.433,0.0,1152.575,0.0,1,0.0,0,0.0
near_duplicate,fixed,5000,2.0,2500,30,1170.1506666666667,0.0,1162.2346666666667,0.0,1,0.0,0,0.0
near_duplicate,universal,5000,2.0,2500,30,1148.9113333333332,0.0,1110.0606666666667,0.0,1,0.0,0,0.0
near_duplicate,fixed,5000,2.0,2500,40,871.168,0.0,1114.89,0.0,1,0.0,0,0.0
near_duplicate,universal,5000,2.0,2500,40,1135.529,0.0,1008.807,0.0,1,0.0,0,0.0
near_duplicate,fixed,5000,2.0,2500,50,879.082,0.0,1063.1496,0.0,1,0.0,0,0.0
near_duplicate,universal,5000,2.0,2500,50,1089.354,0.0,1111.106,0.0,1,0.0,0,0.0
uniform,fixed,10000,0.5,20000,10,1088.605,0.0,1059.396,0.0,4,0.0,1658,0.0
uniform,universal,10000,0.5,20000,10,1214.288,0.0,1099.014,0.0,5,0.0,1799,0.0
uniform,fixed,10000,0.5,20000,20,1056.191,0.0,1114.719,0.0,4,0.0,1658,0.0
uniform,universal,10000,0.5,20000,20,1098.621,0.0,1107.586,0.0,5,0.0,1799,0.0
uniform,fixed,10000,0.5,20000,30,930.3496666666666,0.0,867.742,0.0,4,0.0,1658,0.0
uniform,universal,10000,0.5,20000,30,998.1223333333334,0.0,1138.373,0.0,5,0.0,1799,0.0
uniform,fixed,10000,0.5,20000,40,999.5585,0.0,942.47325,0.0,4,0.0,1658,0.0
uniform,universal,10000,0.5,20000,40,1085.06225,0.0,1045.86575,0.0,5,0.0,1799,0.0
uniform,fixed,10000,0.5,20000,50,851.0826,0.0,818.3018,0.0,4,0.0,1658,0.0
uniform,universal,10000,0.5,20000,50,893.9982,0.0,896.544,0.0,5,0.0,1799,0.0
sorted,fixed,10000,0.5,20000,10,803.742,0.0,823.591,0.0,1,0.0,0,0.0
sorted,universal,10000,0.5,20000,10,826.677,0.0,830.146,0.0,2,0.0,2646,0.0
sorted,fixed,10000,0.5,20000,20,796.662,0.0,1054.388,0.0,1,0.0,0,0.0
sorted,universal,10000,0.5,20000,20,1227.5945,0.0,887.118,0.0,2,0.0,2646,0.0
sorted,fixed,10000,0.5,20000,30,935.946,0.0,886.584,0.0,1,0.0,0,0.0
sorted,universal,10000,0.5,20000,30,899.361,0.0,828.5203333333334,0.0,2,0.0,2646,0.0
sorted,fixed,10000,0.5,20000,40,783.702,0.0,810.22875,0.0,1,0.0,0,0.0
sorted,universal,10000,0.5,20000,40,869.205,0.0,899.21725,0.0,2,0.0,2646,0.0
sorted,fixed,10000,0.5,20000,50,720.669,0.0,742.6156,0.0,1,0.0,0,0.0
sorted,universal,10000,0.5,20000,50,868.8482,0.0,787.2356,0.0,2,0.0,2646,0.0
adversarial,fixed,10000,0.5,20000,10,58746.421,0.0,61689.281,0.0,10000,0.0,9999,0.0
adversarial,universal,10000,0.5,20000,10,1094.35,0.0,1347.857,0.0,1,0.0,0,0.0
adversarial,fixed,10000,0.5,20000,20,84084.096,0.0,95969.403,0.0,10000,0.0,9999,0.0
adversarial,universal,10000,0.5,20000,20,1203.911,0.0,1033.8175,0.0,1,0.0,0,0.0
adversarial,fixed,10000,0.5,20000,30,64769.299333333336,0.0,70486.268,0.0,10000,0.0,9999,0.0
adversarial,universal,10000,0.5,20000,30,821.8046666666667,0.0,827.7663333333334,0.0,1,0.0,0,0.0
adversarial,fixed,10000,0.5,20000,40,71037.92075,0.0,66795.2495,0.0,10000,0.0,9999,0.0
adversarial,universal,10000,0.5,20000,40,938.59775,0.0,1088.30725,0.0,1,0.0,0,0.0
adversarial,fixed,10000,0.5,20000,50,63254.4338,0.0,95449.9994,0.0,10000,0.0,9999,0.0
adversarial,universal,10000,0.5,20000,50,1249.1658,0.0,1293.3646,0.0,1,0.0,0,0.0
near_duplicate,fixed,10000,0.5,20000,10,1199.627,0.0,975.586,0.0,1,0.0,0,0.0
near_duplicate,universal,10000,0.5,20000,10,1088.87,0.0,1052.921,0.0,1,0.0,0,0.0
near_duplicate,fixed,10000,0.5,20000,20,742.5775,0.0,1233.0435,0.0,1,0.0,0,0.0
near_duplicate,universal,10000,0.5,20000,20,1012.4445,0.0,1473.1245,0.0,1,0.0,0,0.0
near_duplicate,fixed,10000,0.5,20000,30,656.8966666666666,0.0,649.4986666666666,0.0,1,0.0,0,0.0
near_duplicate,universal,10000,0.5,20000,30,834.473,0.0,890.6973333333333,0.0,1,0.0,0,0.0
near_duplicate,fixed,10000,0.5,20000,40,726.959,0.0,747.2065,0.0,1,0.0,0,0.0
near_duplicate,universal,10000,0.5,20000,40,796.793,0.0,821.5095,0.0,1,0.0,0,0.0
near_duplicate,fixed,10000,0.5,20000,50,704.6208,0.0,763.6926,0.0,1,0.0,0,0.0
near_duplicate,universal,10000,0.5,20000,50,901.0694,0.0,820.0668,0.0,1,0.0,0,0.0
uniform,fixed,10000,0.75,13334,10,981.241,0.0,1572.227,0.0,5,0.0,2509,0.0
uniform,universal,10000,0.75,13334,10,1139.93,0.0,1191.718,0.0,5,0.0,2526,0.0
uniform,fixed,10000,0.75,13334,20,962.195,0.0,1050.5955,0.0,5,0.0,2509,0.0
uniform,universal,10000,0.75,13334,20,833.4825,0.0,949.741,0.0,5,0.0,2526,0.0
uniform,fixed,10000,0.75,13334,30,813.379,0.0,861.8583333333333,0.0,5,0.0,2509,0.0
uniform,universal,10000,0.75,13334,30,1234.2676666666666,0.0,927.8373333333333,0.0,5,0.0,2526,0.0
uniform,fixed,10000,0.75,13334,40,720.976,0.0,888.511,0.0,5,0.0,2509,0.0
uniform,universal,10000,0.75,13334,40,895.79725,0.0,925.08225,0.0,5,0.0,2526,0.0
uniform,fixed,10000,0.75,13334,50,711.4686,0.0,823.175,0.0,5,0.0,2509,0.0
uniform,universal,10000,0.75,13334,50,872.2618,0.0,926.7716,0.0,5,0.0,2526,0.0
sorted,fixed,10000,0.75,13334,10,777.864,0.0,881.756,0.0,1,0.0,0,0.0
sorted,universal,10000,0.75,13334,10,870.882,0.0,920.462,0.0,2,0.0,203,0.0
sorted,fixed,10000,0.75,13334,20,845.4,0.0,868.459,0.0,1,0.0,0,0.0
sorted,universal,10000,0.75,13334,20,997.9815,0.0,974.106,0.0,2,0.0,203,0.0
sorted,fixed,10000,0.75,13334,30,761.9596666666666,0.0,775.5226666666666,0.0,1,0.0,0,0.0
sorted,universal,10000,0.75,13334,30,895.7393333333333,0.0,844.6756666666666,0.0,2,0.0,203,0.0
sorted,fixed,10000,0.75,13334,40,758.10175,0.0,763.274,0.0,1,0.0,0,0.0
sorted,universal,10000,0.75,13334,40,901.1375,0.0,933.46175,0.0,2,0.0,203,0.0
sorted,fixed,10000,0.75,13334,50,808.5822,0.0,686.1624,0.0,1,0.0,0,0.0
sorted,universal,10000,0.75,13334,50,862.9872,0.0,1010.0438,0.0,2,0.0,203,0.0
adversarial,fixed,10000,0.75,13334,10,54756.434,0.0,57263.36,0.0,10000,0.0,9999,0.0
adversarial,universal,10000,0.75,13334,10,886.96,0.0,768.559,0.0,2,0.0,256,0.0
adversarial,fixed,10000,0.75,13334,20,56299.503,0.0,61537.698,0.0,10000,0.0,9999,0.0
adversarial,universal,10000,0.75,13334,20,816.2565,0.0,891.0965,0.0,2,0.0,256,0.0
adversarial,fixed,10000,0.75,13334,30,55418.96433333333,0.0,58637.90933333334,0.0,10000,0.0,9999,0.0
adversarial,universal,10000,0.75,13334,30,852.4293333333334,0.0,975.2756666666667,0.0,2,0.0,256,0.0
adversarial,fixed,10000,0.75,13334,40,58586.10825,0.0,69315.758,0.0,10000,0.0,9999,0.0
adversarial,universal,10000,0.75,13334,40,825.87575,0.0,828.961,0.0,2,0.0,256,0.0
adversarial,fixed,10000,0.75,13334,50,54917.374,0.0,62340.5804,0.0,10000,0.0,9999,0.0
adversarial,universal,10000,0.75,13334,50,921.3756,0.0,1020.6346,0.0,2,0.0,256,0.0
near_duplicate,fixed,10000,0.75,13334,10,1174.463,0.0,1239.269,0.0,1,0.0,0,0.0
near_duplicate,universal,10000,0.75,13334,10,1281.641,0.0,1118.394,0.0,1,0.0,0,0.0
near_duplicate,fixed,10000,0.75,13334,20,1250.9665,0.0,1421.6355,0.0,1,0.0,0,0.0
near_duplicate,universal,10000,0.75,13334,20,1288.327,0.0,1247.5585,0.0,1,0.0,0,0.0
near_duplicate,fixed,10000,0.75,13334,30,957.433,0.0,1213.8716666666667,0.0,1,0.0,0,0.0
near_duplicate,universal,10000,0.75,13334,30,1195.72,0.0,1347.6236666666666,0.0,1,0.0,0,0.0
near_duplicate,fixed,10000,0.75,13334,40,1053.9675,0.0,793.1005,0.0,1,0.0,0,0.0
near_duplicate,universal,10000,0.75,13334,40,978.193,0.0,939.693,0.0,1,0.0,0,0.0
near_duplicate,fixed,10000,0.75,13334,50,765.5248,0.0,868.0742,0.0,1,0.0,0,0.0
near_duplicate,universal,10000,0.75,13334,50,979.0102,0.0,1087.4294,0.0,1,0.0,0,0.0
uniform,fixed,10000,1.0,10000,10,2421.421,0.0,1035.619,0.0,5,0.0,3221,0.0
uniform,universal,10000,1.0,10000,10,1261.786,0.0,2479.078,0.0,6,0.0,3155,0.0
uniform,fixed,10000,1.0,10000,20,1083.243,0.0,1487.934,0.0,5,0.0,3221,0.0
uniform,universal,10000,1.0,10000,20,1121.992,0.0,1034.863,0.0,6,0.0,3155,0.0
uniform,fixed,10000,1.0,10000,30,1005.2716666666666,0.0,1075.9336666666666,0.0,5,0.0,3221,0.0
uniform,universal,10000,1.0,10000,30,1198.4406666666666,0.0,1199.4983333333332,0.0,6,0.0,3155,0.0
uniform,fixed,10000,1.0,10000,40,798.67425,0.0,888.264,0.0,5,0.0,3221,0.0
uniform,universal,10000,1.0,10000,40,1047.8495,0.0,1249.57825,0.0,6,0.0,3155,0.0
uniform,fixed,10000,1.0,10000,50,917.6358,0.0,789.2432,0.0,5,0.0,3221,0.0
uniform,universal,10000,1.0,10000,50,945.6038,0.0,1119.0368,0.0,6,0.0,3155,0.0
sorted,fixed,10000,1.0,10000,10,1167.861,0.0,1916.141,0.0,1,0.0,0,0.0
sorted,universal,10000,1.0,10000,10,1607.878,0.0,1723.612,0.0,2,0.0,2646,0.0
sorted,fixed,10000,1.0,10000,20,1453.1875,0.0,1492.9995,0.0,1,0.0,0,0.0
sorted,universal,10000,1.0,10000,20,1324.965,0.0,1136.6055,0.0,2,0.0,2646,0.0
sorted,fixed,10000,1.0,10000,30,977.333,0.0,911.038,0.0,1,0.0,0,0.0
sorted,universal,10000,1.0,10000,30,939.0293333333333,0.0,785.0206666666667,0.0,2,0.0,2646,0.0
sorted,fixed,10000,1.0,10000,40,713.01875,0.0,779.5675,0.0,1,0.0,0,0.0
sorted,universal,10000,1.0,10000,40,839.9065,0.0,903.68225,0.0,2,0.0,2646,0.0
sorted,fixed,10000,1.0,10000,50,772.6116,0.0,1134.4914,0.0,1,0.0,0,0.0
sorted,universal,10000,1.0,10000,50,1095.2782,0.0,1491.6498,0.0,2,0.0,2646,0.0
adversarial,fixed,10000,1.0,10000,10,77633.835,0.0,84428.89,0.0,10000,0.0,9999,0.0
adversarial,universal,10000,1.0,10000,10,1851.278,0.0,1886.533,0.0,2,0.0,552,0.0
adversarial,fixed,10000,1.0,10000,20,68328.0495,0.0,68517.035,0.0,10000,0.0,9999,0.0
adversarial,universal,10000,1.0,10000,20,823.146,0.0,867.583,0.0,2,0.0,552,0.0
adversarial,fixed,10000,1.0,10000,30,64854.012,0.0,66403.749,0.0,10000,0.0,9999,0.0
adversarial,universal,10000,1.0,10000,30,779.9883333333333,0.0,814.0396666666667,0.0,2,0.0,552,0.0
adversarial,fixed,10000,1.0,10000,40,62129.7725,0.0,63109.86825,0.0,10000,0.0,9999,0.0
adversarial,universal,10000,1.0,10000,40,863.7185,0.0,862.484,0.0,2,0.0,552,0.0
adversarial,fixed,10000,1.0,10000,50,62667.8554,0.0,74241.3304,0.0,10000,0.0,9999,0.0
adversarial,universal,10000,1.0,10000,50,1125.5552,0.0,1056.1454,0.0,2,0.0,552,0.0
near_duplicate,fixed,10000,1.0,10000,10,1073.946,0.0,1200.557,0.0,1,0.0,0,0.0
near_duplicate,universal,10000,1.0,10000,10,1193.13,0.0,1090.669,0.0,1,0.0,0,0.0
near_duplicate,fixed,10000,1.0,10000,20,891.0595,0.0,928.4735,0.0,1,0.0,0,0.0
near_duplicate,universal,10000,1.0,10000,20,1430.723,0.0,1104.595,0.0,1,0.0,0,0.0
near_duplicate,fixed,10000,1.0,10000,30,820.8246666666666,0.0,843.9703333333333,0.0,1,0.0,0,0.0
near_duplicate,universal,10000,1.0,10000,30,1063.9033333333334,0.0,1041.2386666666666,0.0,1,0.0,0,0.0
near_duplicate,fixed,10000,1.0,10000,40,772.4585,0.0,729.56875,0.0,1,0.0,0,0.0
near_duplicate,universal,10000,1.0,10000,40,825.86175,0.0,943.59075,0.0,1,0.0,0,0.0
near_duplicate,fixed,10000,1.0,10000,50,715.2642,0.0,714.3576,0.0,1,0.0,0,0.0
near_duplicate,universal,10000,1.0,10000,50,772.0844,0.0,818.6926,0.0,1,0.0,0,0.0
uniform,fixed,10000,2.0,5000,10,736.422,0.0,714.149,0.0,8,0.0,5203,0.0
uniform,universal,10000,2.0,5000,10,978.378,0.0,957.805,0.0,8,0.0,5145,0.0
uniform,fixed,10000,2.0,5000,20,785.341,0.0,750.857,0.0,8,0.0,5203,0.0
uniform,universal,10000,2.0,5000,20,1104.3255,0.0,879.8585,0.0,8,0.0,5145,0.0
uniform,fixed,10000,2.0,5000,30,874.7436666666666,0.0,696.3393333333333,0.0,8,0.0,5203,0.0
uniform,universal,10000,2.0,5000,30,916.9336666666667,0.0,986.1336666666666,0.0,8,0.0,5145,0.0
uniform,fixed,10000,2.0,5000,40,725.021,0.0,778.45875,0.0,8,0.0,5203,0.0
uniform,universal,10000,2.0,5000,40,934.832,0.0,1020.786,0.0,8,0.0,5145,0.0
uniform,fixed,10000,2.0,5000,50,860.0004,0.0,729.3652,0.0,8,0.0,5203,0.0
uniform,universal,10000,2.0,5000,50,924.371,0.0,793.4094,0.0,8,0.0,5145,0.0
sorted,fixed,10000,2.0,5000,10,823.713,0.0,613.266,0.0,2,0.0,5000,0.0
sorted,universal,10000,2.0,5000,10,931.957,0.0,816.478,0.0,4,0.0,5000,0.0
sorted,fixed,10000,2.0,5000,20,694.532,0.0,983.133,0.0,2,0.0,5000,0.0
sorted,universal,10000,2.0,5000,20,1051.39,0.0,881.9535,0.0,4,0.0,5000,0.0
sorted,fixed,10000,2.0,5000,30,736.766,0.0,805.135,0.0,2,0.0,5000,0.0
sorted,universal,10000,2.0,5000,30,928.8676666666667,0.0,830.5153333333334,0.0,4,0.0,5000,0.0
sorted,fixed,10000,2.0,5000,40,823.251,0.0,919.92675,0.0,2,0.0,5000,0.0
sorted,universal,10000,2.0,5000,40,923.086,0.0,945.1735,0.0,4,0.0,5000,0.0
sorted,fixed,10000,2.0,5000,50,810.2564,0.0,717.4506,0.0,2,0.0,5000,0.0
sorted,universal,10000,2.0,5000,50,921.78,0.0,898.4172,0.0,4,0.0,5000,0.0
adversarial,fixed,10000,2.0,5000,10,79754.635,0.0,137146.299,0.0,10000,0.0,9999,0.0
adversarial,universal,10000,2.0,5000,10,1576.521,0.0,1565.561,0.0,3,0.0,5000,0.0
adversarial,fixed,10000,2.0,5000,20,81937.3675,0.0,86301.428,0.0,10000,0.0,9999,0.0
adversarial,universal,10000,2.0,5000,20,1220.222,0.0,921.881,0.0,3,0.0,5000,0.0
adversarial,fixed,10000,2.0,5000,30,82615.79966666667,0.0,64722.032333333336,0.0,10000,0.0,9999,0.0
adversarial,universal,10000,2.0,5000,30,861.862,0.0,881.9936666666666,0.0,3,0.0,5000,0.0
adversarial,fixed,10000,2.0,5000,40,62020.53925,0.0,73804.9755,0.0,10000,0.0,9999,0.0
adversarial,universal,10000,2.0,5000,40,1177.59975,0.0,1204.35225,0.0,3,0.0,5000,0.0
adversarial,fixed,10000,2.0,5000,50,74139.6312,0.0,74128.9902,0.0,10000,0.0,9999,0.0
adversarial,universal,10000,2.0,5000,50,1143.1922,0.0,1282.2162,0.0,3,0.0,5000,0.0
near_duplicate,fixed,10000,2.0,5000,10,1281.866,0.0,1337.697,0.0,1,0.0,0,0.0
near_duplicate,universal,10000,2.0,5000,10,1311.736,0.0,1186.562,0.0,1,0.0,0,0.0
near_duplicate,fixed,10000,2.0,5000,20,1337.541,0.0,1450.4565,0.0,1,0.0,0,0.0
near_duplicate,universal,10000,2.0,5000,20,1370.0035,0.0,1372.7785,0.0,1,0.0,0,0.0
near_duplicate,fixed,10000,2.0,5000,30,830.411,0.0,851.0243333333333,0.0,1,0.0,0,0.0
near_duplicate,universal,10000,2.0,5000,30,999.347,0.0,986.162,0.0,1,0.0,0,0.0
near_duplicate,fixed,10000,2.0,5000,40,1036.20675,0.0,1125.04175,0.0,1,0.0,0,0.0
near_duplicate,universal,10000,2.0,5000,40,1107.98275,0.0,1033.38175,0.0,1,0.0,0,0.0
near_duplicate,fixed,10000,2.0,5000,50,1045.9534,0.0,975.868,0.0,1,0.0,0,0.0
near_duplicate,universal,10000,2.0,5000,50,1123.417,0.0,1107.4982,0.0,1,0.0,0,0.0
