method,distribution,n,m,load_factor,num_hash_functions,insert_time_total_mean,insert_time_total_median,insert_time_total_std,insert_time_per_op_mean,insert_time_per_op_median,insert_time_per_op_std,search_time_total_mean,search_time_total_median,search_time_total_std,search_time_per_op_mean,search_time_per_op_median,search_time_per_op_std,search_comparisons_total_mean,search_comparisons_total_median,search_comparisons_total_std,search_comparisons_avg_mean,search_comparisons_avg_median,search_comparisons_avg_std,max_chain_length_mean,max_chain_length_median,max_chain_length_std,average_chain_length_mean,average_chain_length_median,average_chain_length_std,non_empty_buckets_mean,non_empty_buckets_median,non_empty_buckets_std,empty_buckets_mean,empty_buckets_median,empty_buckets_std,chain_length_stdev_mean,chain_length_stdev_median,chain_length_stdev_std,collision_count_mean,collision_count_median,collision_count_std,unique_keys_mean,unique_keys_median,unique_keys_std
fixed,uniform,5000,6667,0.75,1,0.006877359866606033,0.006248687501283712,0.0032327563323429997,1.3754719733212066e-06,1.2497375002567424e-06,6.465512664686e-07,0.002037338799952219,0.0016935624989855569,0.0015994618649731774,8.149355199808876e-07,6.774249995942227e-07,6.397847459892709e-07,3264.5333333333333,3265.0,31.241808121692348,1.3058133333333333,1.306,0.012496723248676962,4.933333333333334,5.0,0.3651483716701107,0.7133243337833108,0.713064346782661,0.002376469574581203,3512.6666666666665,3515.0,20.509599658718837,3154.3333333333335,3152.0,20.509599658718837,0.8047341653485623,0.8044195669681116,0.005385371993014292,1243.0666666666666,1246.0,18.241546617228067,4755.733333333334,4754.0,15.843922653732985
fixed,uniform,5000,10000,0.5,1,0.0063116013331940245,0.006196270498548984,0.00033147640480830513,1.2623202666388047e-06,1.2392540997097966e-06,6.629528096166095e-08,0.0017294859668860834,0.001668582999627688,0.00019136900501334463,6.917943867544334e-07,6.674331998510752e-07,7.654760200533783e-08,2969.7,2972.5,28.907879846875264,1.18788,1.189,0.011563151938750054,4.033333333333333,4.0,0.18257418583505539,0.47557333333333335,0.4754,0.0015843922653732986,3935.366666666667,3938.0,27.271917264181635,6064.633333333333,6062.0,27.271917264181692,0.6557269192194067,0.6563676386893582,0.004890392871763566,820.3666666666667,823.5,23.11214538652385,4755.733333333334,4754.0,15.843922653732985
fixed,uniform,10000,5000,2.0,1,0.012783512533739364,0.012772417001542635,9.1967509307123e-05,1.2783512533739365e-06,1.2772417001542636e-06,9.196750930712312e-09,0.003729819432919612,0.003734457999598817,6.663834969988254e-05,7.459638865839224e-07,7.468915999197633e-07,1.332766993997655e-08,9485.833333333334,9474.5,91.97229092966298,1.8971666666666667,1.8949,0.018394458185932633,8.066666666666666,8.0,0.7396799556440671,1.9018466666666667,1.9011,0.004096317381741058,4321.6,4322.5,22.273534628064347,678.4,677.5,22.273534628064453,1.3134359128075275,1.3124847268180946,0.014472528582662791,5187.633333333333,5187.0,31.3605103465393,9509.233333333334,9505.5,20.48158690870514
fixed,uniform,10000,10000,1.0,1,0.012638240299808482,0.012588478999532526,0.00021764964309884888,1.2638240299808482e-06,1.2588478999532525e-06,2.1764964309884855e-08,0.0036243597331728477,0.0035013544984394684,0.0004615774668546396,7.248719466345696e-07,7.002708996878938e-07,9.231549337092792e-08,7128.033333333334,7130.0,65.16371072462267,1.4256066666666667,1.426,0.013032742144924506,5.666666666666667,6.0,0.479463301485384,0.9509233333333333,0.95055,0.002048158690870529,6316.433333333333,6316.5,29.331262988588687,3683.5666666666666,3683.5,29.331262988588556,0.9279267367067541,0.9280593055725501,0.006107962984063435,3192.8,3195.0,32.40944945217532,9509.233333333334,9505.5,20.48158690870514
fixed,uniform,10000,13334,0.75,1,0.01259421666666943,0.01254352100113465,0.00024666501905815775,1.259421666666943e-06,1.254352100113465e-06,2.4666501905815695e-08,0.0035266970998539668,0.0034671875000640284,0.00015136583667230429,7.053394199707934e-07,6.934375000128057e-07,3.027316733446086e-08,6526.133333333333,6527.5,36.392243710698196,1.3052266666666665,1.3054999999999999,0.00727844874213959,5.266666666666667,5.0,0.5208304597621879,0.7131568421578921,0.7128768561571921,0.0015360422160420847,7019.1,7016.5,35.10216615773908,6314.9,6317.5,35.10216615773908,0.8049135079383666,0.8059376197550239,0.004978284896973101,2490.133333333333,2494.5,33.577222712092606,9509.233333333334,9505.5,20.48158690870514
fixed,uniform,10000,20000,0.5,1,0.013290977700307849,0.012679040999501012,0.003109822184544525,1.3290977700307849e-06,1.267904099950101e-06,3.1098221845445244e-07,0.003789612299927588,0.0036482284995145164,0.0006773374627841373,7.579224599855176e-07,7.296456999029033e-07,1.3546749255682746e-07,5948.8,5951.0,40.07441354143127,1.18976,1.1902,0.008014882708286266,4.2,4.0,0.4068381021724863,0.47546166666666667,0.475275,0.0010240793454352646,7860.7,7868.5,35.78301465683196,12139.3,12131.5,35.78301465683178,0.6561134095315745,0.6558179181901367,0.003002915167392079,1648.5333333333333,1645.0,30.58592569425862,9509.233333333334,9505.5,20.48158690870514
universal,adversarial,1000,500,2.0,3,0.0025431527998686456,0.0025443955018999986,1.9745024995336643e-05,2.5431527998686455e-06,2.5443955018999986e-06,1.974502499533649e-08,0.0009949097668140894,0.0009914789989124984,1.816451607979779e-05,1.9898195336281787e-06,1.982957997824997e-06,3.632903215959561e-08,1949.1,1888.0,232.35486385832485,3.8982,3.776,0.4647097277166497,6.5,6.0,1.0747894741730137,2.0,2.0,0.0,441.03333333333336,443.5,15.132707972293408,58.96666666666667,56.5,15.132707972293414,1.3276228726578938,1.279053554318208,0.191052009516461,558.9666666666667,556.5,15.132707972293394,1000.0,1000.0,0.0
universal,adversarial,1000,1000,1.0,3,0.0024525402333286667,0.002443208499244065,4.443454678520815e-05,2.452540233328667e-06,2.443208499244065e-06,4.4434546785208166e-08,0.0009223097999589906,0.0009197295003104955,1.5003034797905575e-05,1.8446195999179812e-06,1.839459000620991e-06,3.000606959581111e-08,1201.5333333333333,1168.5,137.99618518798547,2.4030666666666667,2.3369999999999997,0.27599237037597096,4.833333333333333,5.0,0.949894125981792,1.0,1.0,0.0,649.2666666666667,655.5,29.224379682314762,350.73333333333335,344.5,29.224379682314762,0.9587097816106075,0.9268223718511617,0.08635664607617331,350.73333333333335,344.5,29.224379682314762,1000.0,1000.0,0.0
universal,adversarial,1000,1334,0.75,3,0.002684772166685434,0.0024471664983138908,0.0008742919362368253,2.684772166685434e-06,2.4471664983138908e-06,8.742919362368254e-07,0.0010695804327648755,0.0009166660001937998,0.0008208359398948501,2.139160865529751e-06,1.8333320003875997e-06,1.6416718797897005e-06,1006.5,1003.0,108.71593798709456,2.013,2.006,0.21743187597418914,4.266666666666667,4.0,0.8683449709106094,0.7496251874062968,0.7496251874062968,0.0,723.5666666666667,733.0,32.595412553612945,610.4333333333333,601.0,32.595412553612945,0.8312586356903705,0.8169616496907539,0.06263852106085241,276.43333333333334,267.0,32.59541255361297,1000.0,1000.0,0.0
universal,adversarial,1000,2000,0.5,3,0.002502364033595465,0.002500646000044071,6.62010662779677e-05,2.502364033595465e-06,2.5006460000440714e-06,6.620106627796773e-08,0.0009058013001776999,0.0008958540020103101,2.8269245400324563e-05,1.8116026003553998e-06,1.7917080040206201e-06,5.6538490800649215e-08,831.0666666666667,819.0,82.59203156576862,1.6621333333333332,1.638,0.16518406313153725,3.7333333333333334,4.0,0.6396838299494919,0.5,0.5,0.0,805.9,814.5,37.59984409358727,1194.1,1185.5,37.59984409358729,0.6879584658718263,0.6771261800328591,0.04409804009191454,194.1,185.5,37.59984409358726,1000.0,1000.0,0.0
universal,adversarial,5000,2500,2.0,3,0.012735587533097715,0.012615125000593252,0.0006907815457515821,2.5471175066195427e-06,2.52302500011865e-06,1.3815630915031652e-07,0.004996223699466403,0.004905416501060245,0.0003204794291939016,1.9984894797865612e-06,1.962166600424098e-06,1.281917716775606e-07,9887.9,9523.0,1175.300529431838,3.95516,3.8091999999999997,0.47012021177273516,7.733333333333333,7.0,1.8742048122232855,2.0,2.0,0.0,2182.233333333333,2212.5,90.48249338515932,317.76666666666665,287.5,90.48249338515936,1.3952474219053814,1.30705574934532,0.24115662030504478,2817.766666666667,2787.5,90.48249338515932,5000.0,5000.0,0.0
universal,adversarial,5000,5000,1.0,3,0.013216276266515099,0.012355666000075871,0.0030665514091814416,2.64325525330302e-06,2.4711332000151743e-06,6.133102818362883e-07,0.005007123700488591,0.004729959000542294,0.0008678454186853134,2.0028494801954364e-06,1.8919836002169176e-06,3.4713816747412525e-07,6231.9,6015.5,1099.9844309243026,2.4927599999999996,2.4062,0.4399937723697211,5.9,5.0,1.8818552841132146,1.0,1.0,0.0,3192.133333333333,3243.5,194.7707287597631,1807.8666666666666,1756.5,194.77072875976307,1.0003466184662597,0.9638435068361231,0.14122607062407605,1807.8666666666666,1756.5,194.77072875976307,5000.0,5000.0,0.0
universal,adversarial,5000,6667,0.75,3,0.014378115399813396,0.012171187499916414,0.010743464578708898,2.8756230799626792e-06,2.4342374999832825e-06,2.1486929157417795e-06,0.004783245665991368,0.004601458000252023,0.000789614633784404,1.9132982663965476e-06,1.8405832001008093e-06,3.1584585351376154e-07,5290.033333333334,5053.0,1035.7070043456183,2.1160133333333335,2.0212000000000003,0.41428280173824744,5.366666666666666,5.0,1.8842968748696896,0.7499625018749062,0.7499625018749062,0.0,3549.766666666667,3575.5,216.14964218358529,3117.233333333333,3091.5,216.14964218358529,0.866626459889842,0.8455124162593326,0.10715085536429864,1450.2333333333333,1424.5,216.14964218358529,5000.0,5000.0,0.0
universal,adversarial,5000,10000,0.5,3,0.013081177733207975,0.012172791501143365,0.00253826268618516,2.616235546641595e-06,2.434558300228673e-06,5.076525372370319e-07,0.0052341709670145065,0.004676625501815579,0.002665232320157868,2.0936683868058026e-06,1.8706502007262316e-06,1.0660929280631472e-06,4311.933333333333,4120.5,990.4801668481507,1.7247733333333335,1.6482,0.3961920667392602,4.4,4.0,1.1626367179523596,0.5,0.5,0.0,3981.9,4020.5,239.0993661567335,6018.1,5979.5,239.0993661567336,0.7036384133214073,0.6860729757651329,0.07210851471936944,1018.1,979.5,239.09936615673348,5000.0,5000.0,0.0
universal,adversarial,10000,5000,2.0,3,0.02512807083282193,0.025125000000116415,0.0003393563806325121,2.5128070832821927e-06,2.5125000000116417e-06,3.393563806325126e-08,0.00978214866675747,0.009782770999663626,0.0002735561513452197,1.956429733351494e-06,1.956554199932725e-06,5.4711230269044074e-08,19692.733333333334,18793.0,4047.4614090156892,3.938546666666667,3.7586,0.8094922818031376,8.0,7.0,2.1172526114494827,2.0,2.0,0.0,4383.0,4408.5,168.81800034765038,617.0,591.5,168.81800034765044,1.3873609812359453,1.3158825083991472,0.2678706090325793,5617.0,5591.5,168.81800034765038,10000.0,10000.0,0.0
universal,adversarial,10000,10000,1.0,3,0.02493825696631878,0.024657874499098398,0.0013870033037374108,2.4938256966318783e-06,2.46578744990984e-06,1.3870033037374106e-07,0.009500115367094017,0.009444770999834873,0.00027561159676320714,1.9000230734188031e-06,1.8889541999669745e-06,5.5122319352641456e-08,12173.5,11484.0,3399.2597038888866,2.4347,2.2968,0.6798519407777771,5.9,5.5,1.8818552841132146,1.0,1.0,0.0,6474.933333333333,6495.0,364.11346595800893,3525.0666666666666,3505.0,364.1134659580088,0.9781536787364122,0.9546726958028467,0.14098929076874148,3525.0666666666666,3505.0,364.1134659580088,10000.0,10000.0,0.0
universal,adversarial,10000,13334,0.75,3,0.024548031833789234,0.024527687501176842,0.0002379428841396919,2.4548031833789236e-06,2.452768750117684e-06,2.3794288413969175e-08,0.009407444400252037,0.00936239549992024,0.00022032200568825066,1.8814888800504074e-06,1.8724790999840481e-06,4.406440113765008e-08,10320.666666666666,9767.5,2950.9352267787376,2.0641333333333334,1.9535,0.5901870453557475,5.3,5.0,1.9502431324996554,0.7499625018749062,0.7499625018749062,0.0,7218.4,7260.0,405.3214645872735,6115.6,6074.0,405.3214645872735,0.8464854437777086,0.8271299072778533,0.10468751767271517,2781.6,2740.0,405.3214645872734,10000.0,10000.0,0.0
universal,adversarial,10000,20000,0.5,3,0.024504269433115646,0.024521875000573345,0.00021191272338660363,2.450426943311565e-06,2.4521875000573348e-06,2.119127233866039e-08,0.00943867923366876,0.009438792001674301,0.00021682313869410172,1.887735846733752e-06,1.8877584003348603e-06,4.336462773882031e-08,8537.466666666667,7860.0,2206.5978296031194,1.7074933333333333,1.572,0.4413195659206237,4.6,4.0,1.2205143065174586,0.5,0.5,0.0,8026.866666666667,8135.0,418.68585320997033,11973.133333333333,11865.0,418.6858532099704,0.6958466812623619,0.6769386044632982,0.06425216628166239,1973.1333333333334,1865.0,418.68585320997045,10000.0,10000.0,0.0
universal,near_duplicate,1000,500,2.0,3,0.0017717792001349154,0.0017712295011733659,1.4895388920958939e-05,1.7717792001349155e-06,1.7712295011733659e-06,1.489538892095894e-08,0.0008985805664754783,0.0008978539990494028,7.704063027677213e-06,1.7971611329509566e-06,1.7957079980988056e-06,1.540812605535452e-08,622.3333333333334,609.5,47.60493551153569,1.2446666666666666,1.2189999999999999,0.09520987102307137,2.2,2.0,0.4068381021724862,0.2,0.2,0.0,92.46666666666667,93.0,3.170264139254595,407.53333333333336,407.0,3.1702641392545927,0.4369743732552042,0.433589667773576,0.01619058213543419,7.533333333333333,7.0,3.170264139254595,100.0,100.0,0.0
universal,near_duplicate,1000,1000,1.0,3,0.0017417486337459802,0.001744062499710708,1.3031270600027443e-05,1.7417486337459801e-06,1.744062499710708e-06,1.3031270600027464e-08,0.0008771208997738237,0.0008747504998609656,1.5287580341971742e-05,1.7542417995476474e-06,1.7495009997219313e-06,3.0575160683943475e-08,554.8,552.5,22.73141529644186,1.1096000000000001,1.105,0.04546283059288367,2.0,2.0,0.0,0.1,0.1,0.0,96.46666666666667,97.0,2.17720689991959,903.5333333333333,903.0,2.177206899919581,0.31148098748043995,0.30983866769659335,0.006917825914956975,3.533333333333333,3.0,2.1772068999195895,100.0,100.0,0.0
universal,near_duplicate,1000,1334,0.75,3,0.001762552800331226,0.0017408329986210447,6.847163136341018e-05,1.7625528003312258e-06,1.7408329986210445e-06,6.847163136341027e-08,0.0008791528334162042,0.000874187498993706,1.7417391820719773e-05,1.7583056668324085e-06,1.748374997987412e-06,3.483478364143952e-08,549.9,538.0,41.73591027995615,1.0997999999999999,1.076,0.0834718205599123,1.9,2.0,0.4025778999364487,0.07496251874062969,0.07496251874062969,0.0,97.5,98.0,1.9073361094685854,1236.5,1236.0,1.9073361094685763,0.27039192997475536,0.26896401297258266,0.005519059022368965,2.5,2.0,1.9073361094685854,100.0,100.0,0.0
universal,near_duplicate,1000,2000,0.5,3,0.0017273138000746258,0.0017247284995391965,1.406568653968168e-05,1.7273138000746258e-06,1.7247284995391965e-06,1.4065686539681655e-08,0.0008631985338676411,0.000863374500113423,5.766413167253811e-06,1.7263970677352821e-06,1.726749000226846e-06,1.1532826334507623e-08,529.1,528.5,14.179514120365871,1.0582,1.057,0.028359028240731738,1.8,2.0,0.40683810217248617,0.05,0.05,0.0,98.1,98.0,1.446756181350495,1901.9,1902.0,1.4467561813505307,0.22223820860783167,0.22248595461286988,0.0032449379328687643,1.9,2.0,1.4467561813504934,100.0,100.0,0.0
universal,near_duplicate,5000,2500,2.0,3,0.00885021806655762,0.008850541500578402,0.00010778774166546386,1.7700436133115242e-06,1.7701083001156804e-06,2.155754833309284e-08,0.004441212466796666,0.004430208500707522,4.969442089743054e-05,1.7764849867186664e-06,1.7720834002830088e-06,1.9877768358972216e-08,3169.5333333333333,3042.0,311.27665190789446,1.2678133333333332,1.2168,0.1245106607631578,2.8666666666666667,3.0,0.6814453874610599,0.2,0.2,0.0,456.8,462.5,17.59388608540498,2043.2,2037.5,17.59388608540498,0.44406478184928416,0.4363484845854286,0.019821692779264065,43.2,37.5,17.593886085404982,500.0,500.0,0.0
universal,near_duplicate,5000,5000,1.0,3,0.008894651333442501,0.008873729000697494,0.00011511276732058021,1.7789302666885e-06,1.774745800139499e-06,2.302255346411601e-08,0.004386876433394112,0.004375729500679881,4.663881932299683e-05,1.7547505733576447e-06,1.7502918002719525e-06,1.8655527729198697e-08,2847.2,2773.0,205.90211936408213,1.1388800000000001,1.1092,0.0823608477456328,2.4,2.0,0.6214554662658653,0.1,0.1,0.0,477.03333333333336,481.0,12.850555692622622,4522.966666666666,4519.0,12.850555692622779,0.31556639775079953,0.31240998703626616,0.009350379519360467,22.966666666666665,19.0,12.850555692622612,500.0,500.0,0.0
universal,near_duplicate,5000,6667,0.75,3,0.008851005566733268,0.00884924999991199,7.277594568265817e-05,1.7702011133466537e-06,1.769849999982398e-06,1.4555189136531665e-08,0.004368740333423678,0.0043653125012497185,3.654129988911012e-05,1.7474961333694712e-06,1.7461250004998872e-06,1.4616519955644053e-08,2728.133333333333,2692.0,102.61637072236518,1.0912533333333334,1.0768,0.04104654828894609,2.2666666666666666,2.0,0.4497764451088036,0.07499625018749062,0.07499625018749062,0.0,485.93333333333334,487.0,6.113486128525873,6181.066666666667,6180.0,6.1134861285259845,0.27147589798265936,0.2706873060471352,0.00358624825536224,14.066666666666666,13.0,6.113486128525865,500.0,500.0,0.0
universal,near_duplicate,5000,10000,0.5,3,0.010934560999885434,0.008823375001156819,0.008179324175581136,2.186912199977087e-06,1.7646750002313638e-06,1.6358648351162274e-06,0.005401601399838304,0.004351728999608895,0.004675082955243098,2.1606405599353213e-06,1.7406915998435578e-06,1.8700331820972394e-06,2666.4333333333334,2637.0,125.11585895049255,1.0665733333333334,1.0548,0.05004634358019699,2.1,2.0,0.4025778999364487,0.05,0.05,0.0,488.8333333333333,492.0,9.96920545837352,9511.166666666666,9508.0,9.969205458373715,0.22313422174771425,0.22158519806160337,0.005029473651959334,11.166666666666666,8.0,9.969205458373517,500.0,500.0,0.0
universal,near_duplicate,10000,5000,2.0,3,0.017653367966704536,0.01764268750048359,0.00023846746454969254,1.7653367966704538e-06,1.764268750048359e-06,2.3846746454969236e-08,0.008908461099902827,0.008753145499213133,0.00056468950877131,1.7816922199805656e-06,1.7506290998426267e-06,1.129379017542619e-07,6351.6,6131.5,632.4310293593695,1.2703200000000001,1.2263000000000002,0.1264862058718739,3.1333333333333333,3.0,0.507416263404925,0.19999333333333336,0.2,3.6514837167017997e-05,912.1,920.5,31.30203254389897,4087.9,4079.5,31.302032543898967,0.4448802784582456,0.43908973175297217,0.0199361871353836,87.86666666666666,79.5,31.325579867306345,999.9666666666667,1000.0,0.1825741858350653
universal,near_duplicate,10000,10000,1.0,3,0.017812758366805306,0.017640187999859336,0.0007377806391180423,1.7812758366805308e-06,1.7640187999859335e-06,7.377806391180428e-08,0.008917288899950412,0.008673104501212947,0.0012146696798053724,1.7834577799900822e-06,1.7346209002425895e-06,2.4293393596107444e-07,5666.7,5526.0,502.20418638994454,1.13334,1.1052,0.10044083727798889,2.466666666666667,2.0,0.6814453874610598,0.09999666666666668,0.1,1.8257418583508998e-05,956.1,963.0,28.842437603235805,9043.9,9037.0,28.84243760323546,0.315007316189467,0.31208956619933204,0.011790867905927168,43.86666666666667,37.0,28.84767764911287,999.9666666666667,1000.0,0.1825741858350653
universal,near_duplicate,10000,13334,0.75,3,0.018127482033135797,0.017530334000184666,0.0022080255068132933,1.8127482033135797e-06,1.7530334000184666e-06,2.2080255068132938e-07,0.008709058233580435,0.008660166497065802,0.000260834039637888,1.741811646716087e-06,1.7320332994131605e-06,5.21668079275776e-08,5426.733333333334,5387.0,134.39210088993025,1.0853466666666667,1.0774,0.02687842017798608,2.566666666666667,3.0,0.5683207771559354,0.07499375031248437,0.07499625018749062,1.3692379318663036e-05,970.5333333333333,973.5,18.556035050128823,12363.466666666667,12360.5,18.556035050128436,0.27198781367274255,0.27110254014669366,0.006193811187149708,29.433333333333334,26.5,18.563373900633273,999.9666666666667,1000.0,0.1825741858350653
universal,near_duplicate,10000,20000,0.5,3,0.01751025553300375,0.01748572900032741,0.0001785064760767186,1.7510255533003753e-06,1.748572900032741e-06,1.785064760767184e-08,0.008594309566857798,0.008589645998654305,6.378218209942772e-05,1.7188619133715595e-06,1.717929199730861e-06,1.2756436419885536e-08,5290.866666666667,5251.5,200.078559283741,1.0581733333333334,1.0503,0.04001571185674825,2.1,2.0,0.3051285766293647,0.04999833333333334,0.05,9.128709291754499e-06,980.0333333333333,983.0,13.981473784812609,19019.966666666667,19017.0,13.981473784813167,0.22254667973621214,0.22181073012818833,0.0034454250107409054,19.933333333333334,17.0,13.967779013669736,999.9666666666667,1000.0,0.1825741858350653
universal,sorted,1000,500,2.0,3,0.0025774959329282867,0.002570521499364986,4.070988586842756e-05,2.5774959329282867e-06,2.570521499364986e-06,4.070988586842754e-08,0.0010245027001171063,0.0010209374995611142,2.789624705188385e-05,2.0490054002342125e-06,2.0418749991222285e-06,5.579249410376769e-08,1920.6,1897.0,127.97833868437972,3.8412,3.7939999999999996,0.255956677368759,6.633333333333334,6.0,0.8899179866642241,2.0,2.0,0.0,441.6333333333333,442.0,11.430399073895254,58.36666666666667,58.0,11.430399073895266,1.3105956705218693,1.2999979517443216,0.10474429492816482,558.3666666666667,558.0,11.430399073895252,1000.0,1000.0,0.0
universal,sorted,1000,1000,1.0,3,0.0024900430335643856,0.0024848745015333407,4.050734372223086e-05,2.4900430335643857e-06,2.4848745015333405e-06,4.050734372223084e-08,0.0009489875000629884,0.0009414579999429407,3.826495866245553e-05,1.897975000125977e-06,1.8829159998858812e-06,7.652991732491104e-08,1212.4333333333334,1158.0,139.20604508607286,2.4248666666666665,2.316,0.27841209017214574,5.0,5.0,0.909717652294684,1.0,1.0,0.0,647.9333333333333,650.0,31.773913973500402,352.06666666666666,350.0,31.773913973500367,0.9623742154285163,0.9555067526630032,0.08368168018324329,352.06666666666666,350.0,31.773913973500367,1000.0,1000.0,0.0
universal,sorted,1000,1334,0.75,3,0.004192927833840562,0.0026643540022632806,0.0031728290457168945,4.192927833840561e-06,2.6643540022632808e-06,3.172829045716895e-06,0.001763411133166907,0.0010577494995231973,0.0016102695881916786,3.526822266333814e-06,2.1154989990463947e-06,3.220539176383357e-06,1024.2666666666667,971.5,143.79653569596505,2.0485333333333333,1.943,0.2875930713919299,4.466666666666667,4.0,0.8995528902176073,0.7496251874062968,0.7496251874062968,0.0,718.4666666666667,736.0,41.596363678383824,615.5333333333333,598.0,41.596363678383824,0.8432727027712927,0.8119121230636712,0.07483773330529733,281.53333333333336,264.0,41.5963636783838,1000.0,1000.0,0.0
universal,sorted,1000,2000,0.5,3,0.0025013695006540124,0.0024975409996841336,3.8385979008456185e-05,2.5013695006540126e-06,2.4975409996841337e-06,3.8385979008456195e-08,0.0009238598665736693,0.0009215835016220808,2.212058697826052e-05,1.8477197331473386e-06,1.8431670032441617e-06,4.4241173956521046e-08,872.7,840.5,119.78174116801516,1.7454,1.681,0.23956348233603023,3.933333333333333,4.0,0.8276819867946674,0.5,0.5,0.0,797.0666666666667,802.0,41.05751502745733,1202.9333333333334,1198.0,41.05751502745735,0.6972773404113024,0.6870210195812223,0.04987201428906804,202.93333333333334,198.0,41.05751502745733,1000.0,1000.0,0.0
universal,sorted,5000,2500,2.0,3,0.012761177733773365,0.012762958000166691,0.0001767189782928917,2.552235546754673e-06,2.5525916000333383e-06,3.534379565857841e-08,0.00494417500012787,0.004895312500593718,0.0001636911381598083,1.9776700000511482e-06,1.9581250002374873e-06,6.547645526392348e-08,9915.066666666668,9347.5,1336.7662456100165,3.9660266666666666,3.739,0.5347064982440065,7.766666666666667,7.0,1.735696885450026,2.0,2.0,0.0,2192.9666666666667,2226.5,79.42486509527289,307.03333333333336,273.5,79.42486509527289,1.3604849058103292,1.275303846784448,0.19086234720773998,2807.0333333333333,2773.5,79.42486509527289,5000.0,5000.0,0.0
universal,sorted,5000,5000,1.0,3,0.013010165333495631,0.012346083500233362,0.0028173568060170413,2.602033066699126e-06,2.4692167000466724e-06,5.634713612034081e-07,0.004681424933854335,0.0045878335022280226,0.00026221342378755276,1.8725699735417342e-06,1.8351334008912092e-06,1.0488536951502113e-07,6141.7,5839.0,1032.369893280371,2.45668,2.3356000000000003,0.4129479573121484,5.766666666666667,5.0,1.6333450621206844,1.0,1.0,0.0,3231.866666666667,3292.0,169.18643732496005,1768.1333333333334,1708.0,169.18643732496008,0.9692109143552643,0.9314088747285583,0.11622008029343718,1768.1333333333334,1708.0,169.18643732496008,5000.0,5000.0,0.0
universal,sorted,5000,6667,0.75,3,0.012215055466488897,0.012186166999526904,0.0001344630799582786,2.443011093297779e-06,2.4372333999053807e-06,2.6892615991655675e-08,0.004504212466417812,0.004482479000216699,9.041364852719775e-05,1.8016849865671248e-06,1.7929916000866797e-06,3.61654594108791e-08,5242.0,4916.5,947.57101453464,2.0968,1.9666000000000001,0.379028405813856,5.0,5.0,1.5974116995724785,0.7499625018749062,0.7499625018749062,0.0,3580.7,3656.0,226.73319425992824,3086.3,3011.0,226.73319425992824,0.8547810031809031,0.8131389978439953,0.11376201177924293,1419.3,1344.0,226.7331942599282,5000.0,5000.0,0.0
universal,sorted,5000,10000,0.5,3,0.014300559667147657,0.012119229500967776,0.00852740857308826,2.860111933429531e-06,2.423845900193555e-06,1.7054817146176517e-06,0.004933958366382285,0.004407375499795307,0.0012816511909375051,1.973583346552914e-06,1.762950199918123e-06,5.126604763750021e-07,4272.6,3997.0,930.6141687264828,1.7090400000000001,1.5988,0.3722456674905931,4.333333333333333,4.0,1.667815695873588,0.5,0.5,0.0,4042.866666666667,4080.5,203.65856032929793,5957.133333333333,5919.5,203.65856032929798,0.6894118578247945,0.6728286587346706,0.07514095001761892,957.1333333333333,919.5,203.65856032929796,5000.0,5000.0,0.0
universal,sorted,10000,5000,2.0,3,0.02500452076625758,0.024960167000244837,0.00017999029137633874,2.500452076625758e-06,2.496016700024484e-06,1.7999029137633888e-08,0.009579965300023712,0.009560354497807566,0.00016736191009738378,1.9159930600047423e-06,1.9120708995615133e-06,3.347238201947676e-08,19771.266666666666,18601.5,2777.9220829336764,3.9542533333333334,3.7203,0.5555844165867353,7.966666666666667,8.0,1.542128697463422,2.0,2.0,0.0,4395.2,4446.0,136.59994446406702,604.8,554.0,136.59994446406705,1.354212755732806,1.271767441822805,0.19945048355477574,5604.8,5554.0,136.59994446406702,10000.0,10000.0,0.0
universal,sorted,10000,10000,1.0,3,0.024380436066833985,0.024368083499211934,0.000174985890466438,2.4380436066833987e-06,2.4368083499211934e-06,1.7498589046643522e-08,0.009054247300082353,0.008992729499368579,0.00014997502024916582,1.8108494600164703e-06,1.7985458998737157e-06,2.9995004049833105e-08,12296.466666666667,11574.0,2362.5383300424014,2.4592933333333336,2.3148,0.47250766600848043,5.933333333333334,5.5,1.5742175578808129,1.0,1.0,0.0,6494.033333333334,6543.0,304.9465168860263,3505.9666666666667,3457.0,304.94651688602636,0.971578587298396,0.9399952803699505,0.12882110839797353,3505.9666666666667,3457.0,304.94651688602636,10000.0,10000.0,0.0
universal,sorted,10000,13334,0.75,3,0.024486370732847717,0.0244396455000242,0.00021958667920708393,2.448637073284772e-06,2.44396455000242e-06,2.1958667920708483e-08,0.008967901400562065,0.008933374998377985,0.00015158987213919004,1.7935802801124132e-06,1.786674999675597e-06,3.031797442783798e-08,10449.9,9798.0,1614.0340625812125,2.0899799999999997,1.9596,0.32280681251624255,5.533333333333333,5.0,1.9428619723691545,0.7499625018749062,0.7499625018749062,0.0,7127.566666666667,7214.0,466.50606555049455,6206.433333333333,6120.0,466.50606555049455,0.8644215075224282,0.8361469291001777,0.12436239664396846,2872.4333333333334,2786.0,466.50606555049455,10000.0,10000.0,0.0
