method,distribution,n,m,load_factor,num_hash_functions,trial,insert_time_total,insert_time_per_op,search_time_total,search_time_per_op,search_comparisons_total,search_comparisons_avg,max_chain_length,average_chain_length,non_empty_buckets,empty_buckets,chain_length_stdev,collision_count,unique_keys,p,coefficients
universal,adversarial,1000,1000,1.0,3,27,0.002662791001057485,2.662791001057485e-06,0.0009826249988691416,1.965249997738283e-06,1743,3.486,8,1.0,572,428,1.2641202474448385,428,1000,2.305843009213694e+18,"[[86018572855962195, 1847883699258444581], [153743650771889609, 794633789185287595], [2121092647333014343, 2013162642849706046]]"
fixed,adversarial,1000,1000,1.0,1,28,0.00438383300206624,4.38383300206624e-06,0.014350749999721302,2.8701499999442604e-05,252632,505.264,1000,1.0,1,999,31.606961258558215,999,1000,,
universal,adversarial,1000,1000,1.0,3,28,0.0024757909995969385,2.4757909995969386e-06,0.0009207080001942813,1.8414160003885627e-06,1106,2.212,6,1.0,620,380,1.03440804327886,380,1000,2.305843009213694e+18,"[[273089160051860230, 1621121173616640907], [1037773347474994553, 742865219208374151], [246540013351488701, 1890370731478794172]]"
fixed,adversarial,1000,1000,1.0,1,29,0.0043826250002894085,4.3826250002894085e-06,0.013926792002166621,2.7853584004333244e-05,244911,489.822,1000,1.0,1,999,31.606961258558215,999,1000,,
universal,adversarial,1000,1000,1.0,3,29,0.002454541998304194,2.4545419983041937e-06,0.0009245840010407846,1.8491680020815693e-06,1106,2.212,4,1.0,676,324,0.8977750274985377,324,1000,2.305843009213694e+18,"[[1172432318357405658, 1841538480035479711], [610889197299678937, 356910957590253921], [1744744512350649053, 459482189801702091]]"
fixed,near_duplicate,1000,1000,1.0,1,0,0.0006685420012217946,6.685420012217947e-07,0.0003297910006949678,6.595820013899356e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,0,0.00172358300187625,1.7235830018762498e-06,0.0008802909978840034,1.7605819957680068e-06,553,1.106,2,0.1,93,907,0.322490309931942,7,100,2.305843009213694e+18,"[[256711980439665054, 1709899044117486289], [564682175042572888, 321752549611034334], [236337776990707882, 1707863537360842093]]"
fixed,near_duplicate,1000,1000,1.0,1,1,0.0006670829970971681,6.670829970971681e-07,0.00032958299925667234,6.591659985133447e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,1,0.0017295830002694856,1.7295830002694857e-06,0.0008769589985604398,1.7539179971208797e-06,517,1.034,2,0.1,98,902,0.3065941943351178,2,100,2.305843009213694e+18,"[[659665203979258006, 1758630025113616856], [2212240429613108902, 852878681887507335], [1610489816920689347, 222016741360720591]]"
fixed,near_duplicate,1000,1000,1.0,1,2,0.0006706249987473711,6.706249987473712e-07,0.0003304590027255472,6.609180054510944e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,2,0.001764041997375898,1.7640419973758981e-06,0.000881709001987474,1.7634180039749482e-06,553,1.106,2,0.1,96,904,0.31304951684997057,4,100,2.305843009213694e+18,"[[1199085610155232937, 1617812241682181496], [268989063807004320, 875226211544593835], [667698580330647039, 518091674429352682]]"
fixed,near_duplicate,1000,1000,1.0,1,3,0.0006691660018987022,6.691660018987023e-07,0.0003290410022600554,6.580820045201108e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,3,0.0017441249983676244,1.7441249983676244e-06,0.0008744170008867513,1.7488340017735027e-06,561,1.122,2,0.1,97,903,0.30983866769659335,3,100,2.305843009213694e+18,"[[963130306873368709, 594124941275654819], [699113413627218811, 49790444920847614], [1116618126344352917, 264798812748597129]]"
fixed,near_duplicate,1000,1000,1.0,1,4,0.0006648340022366028,6.648340022366028e-07,0.0003251669986639172,6.503339973278344e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,4,0.0017363330007356126,1.7363330007356126e-06,0.0008706670014362317,1.7413340028724633e-06,538,1.076,2,0.1,98,902,0.3065941943351178,2,100,2.305843009213694e+18,"[[176127807941085543, 92145436972157049], [1353304280071655414, 2046636642761636536], [1463118878522575776, 350413271360474182]]"
fixed,near_duplicate,1000,1000,1.0,1,5,0.0006671250012004748,6.671250012004748e-07,0.0003285830025561154,6.571660051122308e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,5,0.001749166000081459,1.749166000081459e-06,0.0008862920003593899,1.7725840007187798e-06,579,1.158,2,0.1,97,903,0.30983866769659335,3,100,2.305843009213694e+18,"[[144173240364996770, 1276607102766329742], [1316153465216681486, 593588258721341972], [891339916669062610, 1419387771326649839]]"
fixed,near_duplicate,1000,1000,1.0,1,6,0.000671582998620579,6.71582998620579e-07,0.0003339590002724435,6.67918000544887e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,6,0.00175183400278911,1.7518340027891099e-06,0.0008740000012039673,1.7480000024079345e-06,613,1.226,2,0.1,92,908,0.3255764119219941,8,100,2.305843009213694e+18,"[[727386515324539458, 1284136067485901726], [1233138577490571038, 1828907452299493987], [1165171476919621068, 1646066583754636611]]"
fixed,near_duplicate,1000,1000,1.0,1,7,0.0006687909990432672,6.687909990432672e-07,0.00032454199754283763,6.490839950856753e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,7,0.0017474170017521828,1.7474170017521828e-06,0.0008802499978628475,1.760499995725695e-06,604,1.208,2,0.1,97,903,0.30983866769659335,3,100,2.305843009213694e+18,"[[793970665397899006, 2152094108188559335], [745929175751854539, 1278256298576207987], [1862522474300937406, 1567653588555493210]]"
fixed,near_duplicate,1000,1000,1.0,1,8,0.000663957998767728,6.63957998767728e-07,0.0003258749966335017,6.517499932670034e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,8,0.0017495829997642431,1.749582999764243e-06,0.0008754999980737921,1.750999996147584e-06,550,1.1,2,0.1,99,901,0.30331501776206204,1,100,2.305843009213694e+18,"[[1973099216186019426, 839551891445904909], [2054075847285760178, 1596895736779450158], [1768356806526079850, 761040643918656312]]"
fixed,near_duplicate,1000,1000,1.0,1,9,0.0006679170001007151,6.679170001007151e-07,0.0003281660028733313,6.563320057466626e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,9,0.0017440000010537915,1.7440000010537915e-06,0.00087508399883518,1.75016799767036e-06,552,1.104,2,0.1,96,904,0.31304951684997057,4,100,2.305843009213694e+18,"[[1933427113282973200, 1273492775044695229], [567420718719220919, 2291110579130834537], [1919842552580472723, 589921478534064354]]"
fixed,near_duplicate,1000,1000,1.0,1,10,0.0006687909990432672,6.687909990432672e-07,0.00032858399936230853,6.571679987246171e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,10,0.0017560830019647256,1.7560830019647255e-06,0.0008769169980951119,1.7538339961902238e-06,554,1.108,2,0.1,96,904,0.31304951684997057,4,100,2.305843009213694e+18,"[[618696799174358726, 2029214271970554437], [1181946042011416434, 1971785935387254006], [855518877651879508, 78523067754061221]]"
fixed,near_duplicate,1000,1000,1.0,1,11,0.0006684580002911389,6.684580002911389e-07,0.0003274160008004401,6.548320016008802e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,11,0.0017407080013072118,1.7407080013072119e-06,0.0008744170008867513,1.7488340017735027e-06,557,1.114,2,0.1,97,903,0.30983866769659335,3,100,2.305843009213694e+18,"[[1967359095987829717, 498185230560009946], [1157680175712590001, 1113020793331031894], [1655376568515428791, 831730782862272696]]"
fixed,near_duplicate,1000,1000,1.0,1,12,0.0006676670018350706,6.676670018350705e-07,0.00032533400008105673,6.506680001621135e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,12,0.0017520830006105825,1.7520830006105825e-06,0.000881374999153195,1.76274999830639e-06,551,1.102,2,0.1,99,901,0.30331501776206204,1,100,2.305843009213694e+18,"[[2258536001366688123, 1012121370449003109], [686970057059376321, 2051824648104402063], [1124175962628406669, 504983195232581899]]"
fixed,near_duplicate,1000,1000,1.0,1,13,0.0006712079994031228,6.712079994031228e-07,0.0003277080031693913,6.554160063387826e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,13,0.0017018329999700654,1.7018329999700654e-06,0.0008565829994040541,1.7131659988081083e-06,546,1.092,2,0.1,93,907,0.322490309931942,7,100,2.305843009213694e+18,"[[2277903568736387890, 452514279465990313], [2303280692498563247, 697951185415921787], [183691764838410618, 423743168849403417]]"
fixed,near_duplicate,1000,1000,1.0,1,14,0.0007102909985405859,7.102909985405859e-07,0.00034183300158474594,6.836660031694919e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,14,0.0017457920002925675,1.7457920002925676e-06,0.0009524169981887098,1.9048339963774197e-06,563,1.126,2,0.1,96,904,0.31304951684997057,4,100,2.305843009213694e+18,"[[1956076132499880650, 26508845497723367], [1505952038662606745, 694384076709536977], [1251442079079685814, 2146666122401106131]]"
fixed,near_duplicate,1000,1000,1.0,1,15,0.0006769170031475369,6.769170031475369e-07,0.00033591700048418716,6.718340009683743e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,15,0.0017367500004183967,1.7367500004183967e-06,0.0008673749980516732,1.7347499961033463e-06,535,1.07,2,0.1,98,902,0.3065941943351178,2,100,2.305843009213694e+18,"[[847978861133403702, 1395714462194184430], [518482636670340538, 740682746084312398], [1100716632290196263, 2269261073193213249]]"
fixed,near_duplicate,1000,1000,1.0,1,16,0.0006783330027246848,6.783330027246848e-07,0.0003305829995952081,6.611659991904162e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,16,0.0017412090019206516,1.7412090019206516e-06,0.0008767500003159512,1.7535000006319023e-06,542,1.084,2,0.1,95,905,0.31622776601683794,5,100,2.305843009213694e+18,"[[454612962106966139, 1702438209959121919], [2265420330264173236, 463866247378689703], [443667755326800348, 934787930118675060]]"
fixed,near_duplicate,1000,1000,1.0,1,17,0.0006762910015822854,6.762910015822853e-07,0.0003296249997220002,6.592499994440005e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,17,0.0017485829994257074,1.7485829994257075e-06,0.0008712079979886767,1.7424159959773533e-06,541,1.082,2,0.1,99,901,0.30331501776206204,1,100,2.305843009213694e+18,"[[195095767942445094, 1500048066919629750], [1059562453095694534, 313986444720046481], [691564608163384468, 53651072377497930]]"
fixed,near_duplicate,1000,1000,1.0,1,18,0.0006694170006085187,6.694170006085187e-07,0.00032833300065249205,6.566660013049841e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,18,0.0017341250022582244,1.7341250022582245e-06,0.0008760000018810388,1.7520000037620775e-06,541,1.082,2,0.1,97,903,0.30983866769659335,3,100,2.305843009213694e+18,"[[653524007492807808, 355415340864572460], [529539352426941228, 1114891161808553618], [2041277660056489008, 2248875904457507991]]"
fixed,near_duplicate,1000,1000,1.0,1,19,0.0006756660004612058,6.756660004612058e-07,0.00033754200194380246,6.75084003887605e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,19,0.001727249997202307,1.727249997202307e-06,0.0008788749983068556,1.7577499966137112e-06,611,1.222,2,0.1,91,909,0.3286335345030997,9,100,2.305843009213694e+18,"[[418983635330710152, 499844581152741729], [2091481658804620576, 676363097439722673], [1853845312400714918, 63921434307813850]]"
fixed,near_duplicate,1000,1000,1.0,1,20,0.0006706659987685271,6.706659987685271e-07,0.0003280829987488687,6.561659974977374e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,20,0.0017678340009297244,1.7678340009297245e-06,0.0008730829977139365,1.746165995427873e-06,541,1.082,2,0.1,98,902,0.3065941943351178,2,100,2.305843009213694e+18,"[[1326467972949138173, 150235521510768009], [1878749678761878296, 2057856258604839518], [714528426559143356, 1546845777023972402]]"
fixed,near_duplicate,1000,1000,1.0,1,21,0.0006729159977112431,6.729159977112431e-07,0.00032958299925667234,6.591659985133447e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,21,0.0017262090004805941,1.7262090004805941e-06,0.0008735000010346994,1.7470000020693989e-06,545,1.09,2,0.1,97,903,0.30983866769659335,3,100,2.305843009213694e+18,"[[1024322815512585445, 2145571529822921201], [583220317473756343, 1521440433806999588], [891688296819238137, 181082232511610579]]"
fixed,near_duplicate,1000,1000,1.0,1,22,0.000673333001032006,6.73333001032006e-07,0.00033229200198547915,6.645840039709583e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,22,0.0017471669998485595,1.7471669998485595e-06,0.0008719580000615679,1.7439160001231357e-06,553,1.106,2,0.1,98,902,0.3065941943351178,2,100,2.305843009213694e+18,"[[287886780813115929, 1413457234261051687], [1236295213923302512, 1583790892526252416], [469264712334336849, 619461346342472605]]"
fixed,near_duplicate,1000,1000,1.0,1,23,0.0006716669995512348,6.716669995512347e-07,0.0003299589989183005,6.59917997836601e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,23,0.0017456669993407559,1.745666999340756e-06,0.000869167000928428,1.7383340018568561e-06,534,1.068,2,0.1,96,904,0.31304951684997057,4,100,2.305843009213694e+18,"[[666030003530279332, 1185754838603315180], [507164280403988863, 1057119984642882112], [1021713661893975990, 2137083730657759889]]"
fixed,near_duplicate,1000,1000,1.0,1,24,0.0006712920003337786,6.712920003337785e-07,0.000329250000504544,6.585000010090881e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,24,0.0017447090031055268,1.7447090031055267e-06,0.0008726250016479753,1.7452500032959506e-06,537,1.074,2,0.1,95,905,0.31622776601683794,5,100,2.305843009213694e+18,"[[719391770955253926, 2130106160647316609], [1814591772010625413, 678012837864961736], [2256121436648175771, 1806161501175307684]]"
fixed,near_duplicate,1000,1000,1.0,1,25,0.0006762909979443066,6.762909979443066e-07,0.00032774999999674037,6.554999999934807e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,25,0.0017279169987887144,1.7279169987887144e-06,0.0008677080004417803,1.7354160008835606e-06,558,1.116,2,0.1,98,902,0.3065941943351178,2,100,2.305843009213694e+18,"[[267692963849940753, 941673545738002381], [1078297968137412989, 615313745506248579], [1375102846946731697, 1124764272089465404]]"
fixed,near_duplicate,1000,1000,1.0,1,26,0.000676040999678662,6.76040999678662e-07,0.00033075000101234764,6.615000020246953e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,26,0.001740208001137944,1.740208001137944e-06,0.0008801250005490147,1.7602500010980294e-06,561,1.122,2,0.1,99,901,0.30331501776206204,1,100,2.305843009213694e+18,"[[1075367493781816306, 1590101887495472611], [1902892487837865007, 1154722482783782897], [1398969667391390162, 561164263128564704]]"
fixed,near_duplicate,1000,1000,1.0,1,27,0.0006767500017303973,6.767500017303974e-07,0.00032795800143503584,6.559160028700717e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,27,0.001755082997988211,1.755082997988211e-06,0.0008677920013724361,1.735584002744872e-06,521,1.042,2,0.1,98,902,0.3065941943351178,2,100,2.305843009213694e+18,"[[86018572855962195, 1847883699258444581], [153743650771889609, 794633789185287595], [2121092647333014343, 2013162642849706046]]"
fixed,near_duplicate,1000,1000,1.0,1,28,0.000670666999212699,6.70666999212699e-07,0.0003273330003139563,6.546660006279126e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,28,0.0017367079999530688,1.7367079999530687e-06,0.0008768750012677629,1.7537500025355257e-06,571,1.142,2,0.1,93,907,0.322490309931942,7,100,2.305843009213694e+18,"[[273089160051860230, 1621121173616640907], [1037773347474994553, 742865219208374151], [246540013351488701, 1890370731478794172]]"
fixed,near_duplicate,1000,1000,1.0,1,29,0.0006734589987900108,6.734589987900108e-07,0.0003315419999125879,6.630839998251758e-07,500,1.0,1,0.1,100,900,0.3,0,100,,
universal,near_duplicate,1000,1000,1.0,3,29,0.0017368750013702083,1.7368750013702083e-06,0.000873707998835016,1.7474159976700322e-06,562,1.124,2,0.1,98,902,0.3065941943351178,2,100,2.305843009213694e+18,"[[1172432318357405658, 1841538480035479711], [610889197299678937, 356910957590253921], [1744744512350649053, 459482189801702091]]"
fixed,uniform,1000,500,2.0,1,0,0.0012928750002174638,1.2928750002174637e-06,0.00036854200152447447,7.37084003048949e-07,953,1.906,7,1.922,424,76,1.328124994117647,537,961,,
universal,uniform,1000,500,2.0,3,0,0.002521375001379056,2.521375001379056e-06,0.0009942500000761356,1.9885000001522712e-06,2025,4.05,8,1.922,410,90,1.5962192831813553,551,961,2.305843009213694e+18,"[[256711980439665054, 1709899044117486289], [564682175042572888, 321752549611034334], [236337776990707882, 1707863537360842093]]"
fixed,uniform,1000,500,2.0,1,1,0.0012840410017815884,1.2840410017815885e-06,0.0003619169983721804,7.238339967443607e-07,942,1.884,7,1.894,430,70,1.3110163995923163,517,947,,
universal,uniform,1000,500,2.0,3,1,0.0024887079998734407,2.4887079998734408e-06,0.00097250000180793,1.94500000361586e-06,1814,3.628,7,1.894,435,65,1.338194305771774,512,947,2.305843009213694e+18,"[[659665203979258006, 1758630025113616856], [2212240429613108902, 852878681887507335], [1610489816920689347, 222016741360720591]]"
fixed,uniform,1000,500,2.0,1,2,0.0012879579990112688,1.287957999011269e-06,0.0003684170005726628,7.368340011453256e-07,944,1.888,8,1.908,429,71,1.360711578549988,525,954,,
universal,uniform,1000,500,2.0,3,2,0.0025032500016095582,2.5032500016095584e-06,0.0009827090034377761,1.9654180068755523e-06,1877,3.754,6,1.908,441,59,1.2710373715984908,513,954,2.305843009213694e+18,"[[1199085610155232937, 1617812241682181496], [268989063807004320, 875226211544593835], [667698580330647039, 518091674429352682]]"
fixed,uniform,1000,500,2.0,1,3,0.0012695840014202986,1.2695840014202986e-06,0.00036675000228569843,7.335000045713968e-07,967,1.934,6,1.884,429,71,1.3351194703096798,513,942,,
universal,uniform,1000,500,2.0,3,3,0.002484000000549713,2.4840000005497132e-06,0.0009832499999902211,1.966499999980442e-06,1895,3.79,6,1.884,420,80,1.3559292016915927,522,942,2.305843009213694e+18,"[[963130306873368709, 594124941275654819], [699113413627218811, 49790444920847614], [1116618126344352917, 264798812748597129]]"
fixed,uniform,1000,500,2.0,1,4,0.0012682920023507904,1.2682920023507904e-06,0.00036375000127009116,7.275000025401824e-07,880,1.76,7,1.904,449,51,1.2596761488573165,503,952,,
universal,uniform,1000,500,2.0,3,4,0.0025185839986079372,2.5185839986079372e-06,0.0009841249993769452,1.96824999875389e-06,1804,3.608,7,1.904,422,78,1.3736025626068116,530,952,2.305843009213694e+18,"[[176127807941085543, 92145436972157049], [1353304280071655414, 2046636642761636536], [1463118878522575776, 350413271360474182]]"
fixed,uniform,1000,500,2.0,1,5,0.0012704580003628507,1.2704580003628508e-06,0.00036979200012865476,7.395840002573095e-07,955,1.91,6,1.902,437,63,1.2603158334322393,514,951,,
universal,uniform,1000,500,2.0,3,5,0.0025053749996004626,2.5053749996004627e-06,0.000990958997135749,1.981917994271498e-06,1997,3.994,7,1.902,436,64,1.3252909114605744,515,951,2.305843009213694e+18,"[[144173240364996770, 1276607102766329742], [1316153465216681486, 593588258721341972], [891339916669062610, 1419387771326649839]]"
fixed,uniform,1000,500,2.0,1,6,0.0012696670019067824,1.2696670019067824e-06,0.000361542002792703,7.23084005585406e-07,918,1.836,6,1.912,436,64,1.2362265164604747,520,956,,
universal,uniform,1000,500,2.0,3,6,0.0025004580020322464,2.5004580020322465e-06,0.000979707998340018,1.959415996680036e-06,1885,3.77,7,1.912,427,73,1.4409219271008404,529,956,2.305843009213694e+18,"[[727386515324539458, 1284136067485901726], [1233138577490571038, 1828907452299493987], [1165171476919621068, 1646066583754636611]]"
fixed,uniform,1000,500,2.0,1,7,0.0012786250008502975,1.2786250008502976e-06,0.000366083000699291,7.32166001398582e-07,934,1.868,7,1.896,434,66,1.29196903987673,514,948,,
universal,uniform,1000,500,2.0,3,7,0.002494875003321795,2.4948750033217947e-06,0.0009823330001381692,1.9646660002763385e-06,1880,3.76,8,1.896,416,84,1.4300992972517677,532,948,2.305843009213694e+18,"[[793970665397899006, 2152094108188559335], [745929175751854539, 1278256298576207987], [1862522474300937406, 1567653588555493210]]"
fixed,uniform,1000,500,2.0,1,8,0.0012739580015477259,1.2739580015477258e-06,0.00036916599856340326,7.383319971268066e-07,977,1.954,7,1.9,424,76,1.3274034804836095,526,950,,
universal,uniform,1000,500,2.0,3,8,0.002506917000573594,2.506917000573594e-06,0.000987415998679353,1.974831997358706e-06,1835,3.67,6,1.9,436,64,1.2751470503436064,514,950,2.305843009213694e+18,"[[1973099216186019426, 839551891445904909], [2054075847285760178, 1596895736779450158], [1768356806526079850, 761040643918656312]]"
fixed,uniform,1000,500,2.0,1,9,0.001277542000025278,1.277542000025278e-06,0.00036758300120709464,7.351660024141893e-07,947,1.894,7,1.912,437,63,1.2869560987073336,519,956,,
universal,uniform,1000,500,2.0,3,9,0.002508667002985021,2.508667002985021e-06,0.0009917079987644684,1.9834159975289368e-06,1924,3.848,7,1.912,428,72,1.3697649433388197,528,956,2.305843009213694e+18,"[[1933427113282973200, 1273492775044695229], [567420718719220919, 2291110579130834537], [1919842552580472723, 589921478534064354]]"
fixed,uniform,1000,500,2.0,1,10,0.0012588749996211845,1.2588749996211845e-06,0.0003660000002128072,7.320000004256144e-07,902,1.804,7,1.884,432,68,1.27222010674254,510,942,,
universal,uniform,1000,500,2.0,3,10,0.002511082999262726,2.5110829992627257e-06,0.0009955829991667997,1.9911659983335995e-06,1902,3.804,8,1.884,422,78,1.3676783247533024,520,942,2.305843009213694e+18,"[[618696799174358726, 2029214271970554437], [1181946042011416434, 1971785935387254006], [855518877651879508, 78523067754061221]]"
fixed,uniform,1000,500,2.0,1,11,0.0012781670011463575,1.2781670011463575e-06,0.00037075000000186265,7.415000000037253e-07,972,1.944,8,1.882,422,78,1.3667757680029302,519,941,,
universal,uniform,1000,500,2.0,3,11,0.002494292002666043,2.494292002666043e-06,0.0009853750016191043,1.970750003238209e-06,1932,3.864,7,1.882,422,78,1.3885517635291815,519,941,2.305843009213694e+18,"[[1967359095987829717, 498185230560009946], [1157680175712590001, 1113020793331031894], [1655376568515428791, 831730782862272696]]"
fixed,uniform,1000,500,2.0,1,12,0.0012719999976980034,1.2719999976980034e-06,0.0003642919982667081,7.285839965334162e-07,920,1.84,6,1.89,435,65,1.2640806936267954,510,945,,
universal,uniform,1000,500,2.0,3,12,0.0024922920019889716,2.4922920019889715e-06,0.000985082999250153,1.9701659985003063e-06,1886,3.772,7,1.89,428,72,1.2984221193433205,517,945,2.305843009213694e+18,"[[2258536001366688123, 1012121370449003109], [686970057059376321, 2051824648104402063], [1124175962628406669, 504983195232581899]]"
fixed,uniform,1000,500,2.0,1,13,0.0012702909989457112,1.2702909989457111e-06,0.00036954200186301023,7.390840037260205e-07,901,1.802,6,1.904,442,58,1.2144068511005692,510,952,,
universal,uniform,1000,500,2.0,3,13,0.0025053749996004626,2.5053749996004627e-06,0.0009888750028039794,1.977750005607959e-06,1925,3.85,10,1.904,427,73,1.4264585517988246,525,952,2.305843009213694e+18,"[[2277903568736387890, 452514279465990313], [2303280692498563247, 697951185415921787], [183691764838410618, 423743168849403417]]"
fixed,uniform,1000,500,2.0,1,14,0.0012681660009548068,1.2681660009548068e-06,0.0003719159976753872,7.438319953507743e-07,940,1.88,6,1.89,437,63,1.3030349189488362,508,945,,
universal,uniform,1000,500,2.0,3,14,0.0025170000008074567,2.517000000807457e-06,0.000986457998806145,1.97291599761229e-06,1890,3.78,7,1.89,422,78,1.4205280708243677,523,945,2.305843009213694e+18,"[[1956076132499880650, 26508845497723367], [1505952038662606745, 694384076709536977], [1251442079079685814, 2146666122401106131]]"
fixed,uniform,1000,500,2.0,1,15,0.0012692080017586704,1.2692080017586704e-06,0.00036733399974764325,7.346679994952865e-07,975,1.95,7,1.91,428,72,1.357166165213383,527,955,,
universal,uniform,1000,500,2.0,3,15,0.002498417001334019,2.4984170013340192e-06,0.0009844169981079176,1.968833996215835e-06,1913,3.826,10,1.91,425,75,1.4162979912433682,530,955,2.305843009213694e+18,"[[847978861133403702, 1395714462194184430], [518482636670340538, 740682746084312398], [1100716632290196263, 2269261073193213249]]"
fixed,uniform,1000,500,2.0,1,16,0.0012717909994535148,1.2717909994535149e-06,0.00036458300019148737,7.291660003829748e-07,951,1.902,7,1.88,433,67,1.2967652061957862,507,940,,
universal,uniform,1000,500,2.0,3,16,0.0024950420011009555,2.4950420011009554e-06,0.0009934580011758953,1.986916002351791e-06,1891,3.782,6,1.88,432,68,1.3481839637082174,508,940,2.305843009213694e+18,"[[454612962106966139, 1702438209959121919], [2265420330264173236, 463866247378689703], [443667755326800348, 934787930118675060]]"
fixed,uniform,1000,500,2.0,1,17,0.0012750839996442664,1.2750839996442663e-06,0.00036470800114329904,7.294160022865981e-07,962,1.924,7,1.906,432,68,1.3134549859054934,521,953,,
universal,uniform,1000,500,2.0,3,17,0.0025139169993053656,2.5139169993053657e-06,0.0009942920005414635,1.988584001082927e-06,1967,3.934,6,1.906,425,75,1.3524658960580116,528,953,2.305843009213694e+18,"[[195095767942445094, 1500048066919629750], [1059562453095694534, 313986444720046481], [691564608163384468, 53651072377497930]]"
fixed,uniform,1000,500,2.0,1,18,0.001277875002415385,1.2778750024153852e-06,0.0003694160004670266,7.388320009340533e-07,929,1.858,6,1.906,441,59,1.259032962237288,512,953,,
universal,uniform,1000,500,2.0,3,18,0.0025170829976559617,2.517082997655962e-06,0.0009932499997375999,1.9864999994752e-06,1939,3.878,9,1.906,423,77,1.3759229629597727,530,953,2.305843009213694e+18,"[[653524007492807808, 355415340864572460], [529539352426941228, 1114891161808553618], [2041277660056489008, 2248875904457507991]]"
fixed,uniform,1000,500,2.0,1,19,0.0012825000012526289,1.282500001252629e-06,0.00037008300205343403,7.401660041068681e-07,980,1.96,6,1.896,437,63,1.279524911832513,511,948,,
universal,uniform,1000,500,2.0,3,19,0.0024932500018621795,2.4932500018621793e-06,0.0009941660027834587,1.9883320055669175e-06,1978,3.956,6,1.896,429,71,1.2779608757704595,519,948,2.305843009213694e+18,"[[418983635330710152, 499844581152741729], [2091481658804620576, 676363097439722673], [1853845312400714918, 63921434307813850]]"
fixed,uniform,1000,500,2.0,1,20,0.001274458998523187,1.2744589985231868e-06,0.00036874999932479113,7.374999986495823e-07,1027,2.054,7,1.902,421,79,1.4115225821785495,530,951,,
universal,uniform,1000,500,2.0,3,20,0.002514125000743661,2.514125000743661e-06,0.0010059590022137854,2.011918004427571e-06,1974,3.948,6,1.902,429,71,1.3252909114605744,522,951,2.305843009213694e+18,"[[1326467972949138173, 150235521510768009], [1878749678761878296, 2057856258604839518], [714528426559143356, 1546845777023972402]]"
fixed,uniform,1000,500,2.0,1,21,0.0012929999975312967,1.2929999975312966e-06,0.0003683750001073349,7.367500002146699e-07,956,1.912,7,1.93,439,61,1.31190700889964,526,965,,
