method,distribution,n,m,load_factor,num_hash_functions,trial,insert_time_total,insert_time_per_op,search_time_total,search_time_per_op,search_comparisons_total,search_comparisons_avg,max_chain_length,average_chain_length,non_empty_buckets,empty_buckets,chain_length_stdev,collision_count,unique_keys,p,coefficients
fixed,uniform,10000,5000,2.0,1,11,0.012812667002435774,1.2812667002435773e-06,0.003646708999440307,7.293417998880614e-07,9603,1.9206,8,1.9,4338,662,1.3033802208104894,5162,9500,,
universal,uniform,10000,5000,2.0,3,11,0.024442334000923438,2.444233400092344e-06,0.009357375001854962,1.8714750003709923e-06,18979,3.7958,8,1.9,4276,724,1.3696714934611145,5224,9500,2.305843009213694e+18,"[[1967359095987829717, 498185230560009946], [1157680175712590001, 1113020793331031894], [1655376568515428791, 831730782862272696]]"
fixed,uniform,10000,5000,2.0,1,12,0.012742124999931548,1.2742124999931547e-06,0.003681166999740526,7.362333999481052e-07,9383,1.8766,8,1.9006,4312,688,1.3024283627132818,5191,9503,,
universal,uniform,10000,5000,2.0,3,12,0.024549167002987815,2.4549167002987816e-06,0.009629125001083594,1.9258250002167188e-06,19153,3.8306,8,1.9006,4273,727,1.3491922175879907,5230,9503,2.305843009213694e+18,"[[2258536001366688123, 1012121370449003109], [686970057059376321, 2051824648104402063], [1124175962628406669, 504983195232581899]]"
fixed,uniform,10000,5000,2.0,1,13,0.012991999999940163,1.2991999999940163e-06,0.003739125000720378,7.478250001440756e-07,9317,1.8634,7,1.9064,4356,644,1.2882697854098728,5176,9532,,
universal,uniform,10000,5000,2.0,3,13,0.024461708002490923,2.4461708002490924e-06,0.009437125001568347,1.8874250003136694e-06,18701,3.7402,8,1.9064,4291,709,1.3521978553451415,5241,9532,2.305843009213694e+18,"[[2277903568736387890, 452514279465990313], [2303280692498563247, 697951185415921787], [183691764838410618, 423743168849403417]]"
fixed,uniform,10000,5000,2.0,1,14,0.012707917001534952,1.2707917001534952e-06,0.0037374999992607627,7.474999998521526e-07,9461,1.8922,8,1.8992,4346,654,1.3036254676861756,5150,9496,,
universal,uniform,10000,5000,2.0,3,14,0.02467212500050664,2.467212500050664e-06,0.00946124999973108,1.8922499999462161e-06,19005,3.801,8,1.8992,4272,728,1.3569964480425143,5224,9496,2.305843009213694e+18,"[[1956076132499880650, 26508845497723367], [1505952038662606745, 694384076709536977], [1251442079079685814, 2146666122401106131]]"
fixed,uniform,10000,5000,2.0,1,15,0.0127646660002938,1.2764666000293801e-06,0.0036603750013455283,7.320750002691056e-07,9596,1.9192,10,1.9102,4296,704,1.3454129328945816,5255,9551,,
universal,uniform,10000,5000,2.0,3,15,0.02445866700145416,2.445866700145416e-06,0.00946341600138112,1.892683200276224e-06,19223,3.8446,9,1.9102,4302,698,1.359314518424636,5249,9551,2.305843009213694e+18,"[[847978861133403702, 1395714462194184430], [518482636670340538, 740682746084312398], [1100716632290196263, 2269261073193213249]]"
fixed,uniform,10000,5000,2.0,1,16,0.012773792001098627,1.2773792001098627e-06,0.0035969160016975366,7.193832003395073e-07,9421,1.8842,8,1.8994,4318,682,1.3093813959270997,5179,9497,,
universal,uniform,10000,5000,2.0,3,16,0.024565249997976935,2.4565249997976935e-06,0.009674749999248888,1.934949999849778e-06,19207,3.8414,10,1.8994,4274,726,1.3607643587337228,5223,9497,2.305843009213694e+18,"[[454612962106966139, 1702438209959121919], [2265420330264173236, 463866247378689703], [443667755326800348, 934787930118675060]]"
fixed,uniform,10000,5000,2.0,1,17,0.01272354200045811,1.2723542000458111e-06,0.003661999999167165,7.32399999833433e-07,9391,1.8782,8,1.9094,4337,663,1.2915075067532515,5210,9547,,
universal,uniform,10000,5000,2.0,3,17,0.024689709000085713,2.4689709000085714e-06,0.009495958001934923,1.8991916003869846e-06,18932,3.7864,8,1.9094,4271,729,1.36205419862794,5276,9547,2.305843009213694e+18,"[[195095767942445094, 1500048066919629750], [1059562453095694534, 313986444720046481], [691564608163384468, 53651072377497930]]"
fixed,uniform,10000,5000,2.0,1,18,0.012701125000603497,1.2701125000603498e-06,0.0037236669995763805,7.447333999152761e-07,9412,1.8824,8,1.8976,4361,639,1.2897729412574912,5127,9488,,
universal,uniform,10000,5000,2.0,3,18,0.024492707998433616,2.4492707998433615e-06,0.009616041999834124,1.9232083999668247e-06,19081,3.8162,9,1.8976,4240,760,1.3659847144093524,5248,9488,2.305843009213694e+18,"[[653524007492807808, 355415340864572460], [529539352426941228, 1114891161808553618], [2041277660056489008, 2248875904457507991]]"
fixed,uniform,10000,5000,2.0,1,19,0.012696000001596985,1.2696000001596986e-06,0.0036320839972177055,7.264167994435411e-07,9481,1.8962,7,1.9032,4352,648,1.2963910521135202,5164,9516,,
universal,uniform,10000,5000,2.0,3,19,0.024377541998546803,2.43775419985468e-06,0.009476082999753999,1.8952165999507996e-06,19139,3.8278,9,1.9032,4252,748,1.3911972397902463,5264,9516,2.305843009213694e+18,"[[418983635330710152, 499844581152741729], [2091481658804620576, 676363097439722673], [1853845312400714918, 63921434307813850]]"
fixed,uniform,10000,5000,2.0,1,20,0.012745416999678127,1.2745416999678126e-06,0.003753999997570645,7.507999995141291e-07,9534,1.9068,8,1.8976,4325,675,1.3248072463569935,5163,9488,,
universal,uniform,10000,5000,2.0,3,20,0.024553082999773324,2.455308299977332e-06,0.009480374999839114,1.8960749999678228e-06,18902,3.7804,8,1.8976,4296,704,1.334434052323306,5192,9488,2.305843009213694e+18,"[[1326467972949138173, 150235521510768009], [1878749678761878296, 2057856258604839518], [714528426559143356, 1546845777023972402]]"
fixed,uniform,10000,5000,2.0,1,21,0.012599833997228416,1.2599833997228416e-06,0.003754499997739913,7.508999995479825e-07,9420,1.884,9,1.8998,4284,716,1.3328765734305634,5215,9499,,
universal,uniform,10000,5000,2.0,3,21,0.024363624997931765,2.4363624997931766e-06,0.009410167000169167,1.8820334000338334e-06,18653,3.7306,8,1.8998,4316,684,1.335724507523913,5183,9499,2.305843009213694e+18,"[[1024322815512585445, 2145571529822921201], [583220317473756343, 1521440433806999588], [891688296819238137, 181082232511610579]]"
fixed,uniform,10000,5000,2.0,1,22,0.013028334000409814,1.3028334000409814e-06,0.0037479999991774093,7.495999998354818e-07,9564,1.9128,8,1.9022,4310,690,1.3179662969894184,5201,9511,,
universal,uniform,10000,5000,2.0,3,22,0.024924624998675426,2.4924624998675425e-06,0.009646833001170307,1.9293666002340615e-06,19278,3.8556,9,1.9022,4301,699,1.356257777857882,5210,9511,2.305843009213694e+18,"[[287886780813115929, 1413457234261051687], [1236295213923302512, 1583790892526252416], [469264712334336849, 619461346342472605]]"
fixed,uniform,10000,5000,2.0,1,23,0.012840250001318054,1.2840250001318055e-06,0.003868040999805089,7.736081999610178e-07,9522,1.9044,8,1.9066,4306,694,1.3266033468976324,5227,9533,,
universal,uniform,10000,5000,2.0,3,23,0.024747167000896297,2.47471670008963e-06,0.009764708000147948,1.9529416000295895e-06,23817,4.7634,11,1.9066,4045,955,1.6207024526420635,5488,9533,2.305843009213694e+18,"[[666030003530279332, 1185754838603315180], [507164280403988863, 1057119984642882112], [1021713661893975990, 2137083730657759889]]"
fixed,uniform,10000,5000,2.0,1,24,0.012769666998792673,1.2769666998792672e-06,0.003778749996854458,7.557499993708916e-07,9456,1.8912,7,1.9078,4325,675,1.3055646900862476,5214,9539,,
universal,uniform,10000,5000,2.0,3,24,0.02470016599909286,2.470016599909286e-06,0.009532916999887675,1.906583399977535e-06,19175,3.835,8,1.9078,4300,700,1.3556176304548417,5239,9539,2.305843009213694e+18,"[[719391770955253926, 2130106160647316609], [1814591772010625413, 678012837864961736], [2256121436648175771, 1806161501175307684]]"
fixed,uniform,10000,5000,2.0,1,25,0.012934000002132962,1.2934000002132962e-06,0.0037314159999368712,7.462831999873742e-07,9619,1.9238,8,1.8974,4321,679,1.3239611927847432,5166,9487,,
universal,uniform,10000,5000,2.0,3,25,0.024576209001679672,2.457620900167967e-06,0.009479083000769606,1.8958166001539211e-06,19069,3.8138,9,1.8974,4263,737,1.4004546547460934,5224,9487,2.305843009213694e+18,"[[267692963849940753, 941673545738002381], [1078297968137412989, 615313745506248579], [1375102846946731697, 1124764272089465404]]"
fixed,uniform,10000,5000,2.0,1,26,0.01283220800178242,1.283220800178242e-06,0.003851500001474051,7.703000002948102e-07,9565,1.913,10,1.9016,4319,681,1.3225420371390846,5189,9508,,
universal,uniform,10000,5000,2.0,3,26,0.02452304100006586,2.452304100006586e-06,0.009615499999199528,1.9230999998399055e-06,19415,3.883,8,1.9016,4224,776,1.3767779196370051,5284,9508,2.305843009213694e+18,"[[1075367493781816306, 1590101887495472611], [1902892487837865007, 1154722482783782897], [1398969667391390162, 561164263128564704]]"
fixed,uniform,10000,5000,2.0,1,27,0.012892417002149159,1.289241700214916e-06,0.0037712079974880908,7.542415994976181e-07,9547,1.9094,8,1.9068,4330,670,1.3116835593999034,5204,9534,,
universal,uniform,10000,5000,2.0,3,27,0.025060874999326188,2.506087499932619e-06,0.00991187500039814,1.982375000079628e-06,24855,4.971,14,1.9068,4026,974,1.6322113098493098,5508,9534,2.305843009213694e+18,"[[86018572855962195, 1847883699258444581], [153743650771889609, 794633789185287595], [2121092647333014343, 2013162642849706046]]"
fixed,uniform,10000,5000,2.0,1,28,0.012778166001226055,1.2778166001226054e-06,0.003718542000569869,7.437084001139737e-07,9471,1.8942,9,1.9036,4319,681,1.3137378125029362,5199,9518,,
universal,uniform,10000,5000,2.0,3,28,0.024435000002995366,2.4435000002995367e-06,0.009512790998996934,1.9025581997993868e-06,18796,3.7592,8,1.9036,4319,681,1.3432449664897315,5199,9518,2.305843009213694e+18,"[[273089160051860230, 1621121173616640907], [1037773347474994553, 742865219208374151], [246540013351488701, 1890370731478794172]]"
fixed,uniform,10000,5000,2.0,1,29,0.012743457999022212,1.2743457999022212e-06,0.0037302910022845026,7.460582004569005e-07,9435,1.887,8,1.8982,4324,676,1.3111204216241923,5167,9491,,
universal,uniform,10000,5000,2.0,3,29,0.024458915999275632,2.445891599927563e-06,0.009563415998854907,1.9126831997709813e-06,19167,3.8334,9,1.8982,4287,713,1.352418855236794,5204,9491,2.305843009213694e+18,"[[1172432318357405658, 1841538480035479711], [610889197299678937, 356910957590253921], [1744744512350649053, 459482189801702091]]"
fixed,sorted,10000,5000,2.0,1,0,0.012876832999609178,1.2876832999609179e-06,0.003771499999857042,7.542999999714084e-07,7499,1.4998,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,0,0.0252252079990285,2.52252079990285e-06,0.009547042001941008,1.909408400388202e-06,19986,3.9972,8,2.0,4350,650,1.388668426947196,5650,10000,2.305843009213694e+18,"[[256711980439665054, 1709899044117486289], [564682175042572888, 321752549611034334], [236337776990707882, 1707863537360842093]]"
fixed,sorted,10000,5000,2.0,1,1,0.0128621670010034,1.28621670010034e-06,0.0037982909998390824,7.596581999678165e-07,7525,1.505,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,1,0.024840707999828737,2.484070799982874e-06,0.00951770799656515,1.90354159931303e-06,18338,3.6676,7,2.0,4441,559,1.2690153663372246,5559,10000,2.305843009213694e+18,"[[659665203979258006, 1758630025113616856], [2212240429613108902, 852878681887507335], [1610489816920689347, 222016741360720591]]"
fixed,sorted,10000,5000,2.0,1,2,0.013027334000071278,1.3027334000071279e-06,0.0035739590020966716,7.147918004193343e-07,7478,1.4956,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,2,0.024899957999878097,2.48999579998781e-06,0.009402540999872144,1.8805081999744288e-06,18377,3.6754,7,2.0,4497,503,1.2414507642270796,5503,10000,2.305843009213694e+18,"[[1199085610155232937, 1617812241682181496], [268989063807004320, 875226211544593835], [667698580330647039, 518091674429352682]]"
fixed,sorted,10000,5000,2.0,1,3,0.012880458998552058,1.2880458998552057e-06,0.0035731669995584525,7.146333999116905e-07,7518,1.5036,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,3,0.02531749999980093,2.531749999980093e-06,0.010098333001224091,2.0196666002448182e-06,28706,5.7412,14,2.0,4050,950,2.098952119511067,5950,10000,2.305843009213694e+18,"[[963130306873368709, 594124941275654819], [699113413627218811, 49790444920847614], [1116618126344352917, 264798812748597129]]"
fixed,sorted,10000,5000,2.0,1,4,0.012882166000053985,1.2882166000053984e-06,0.0035903749994758982,7.180749998951797e-07,7519,1.5038,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,4,0.0248370410008647,2.4837041000864703e-06,0.009420040998520562,1.8840081997041125e-06,18451,3.6902,8,2.0,4495,505,1.2310970717209915,5505,10000,2.305843009213694e+18,"[[176127807941085543, 92145436972157049], [1353304280071655414, 2046636642761636536], [1463118878522575776, 350413271360474182]]"
fixed,sorted,10000,5000,2.0,1,5,0.01285920900045312,1.285920900045312e-06,0.0036028750000696164,7.205750000139233e-07,7461,1.4922,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,5,0.024933332999353297,2.49333329993533e-06,0.00944704100038507,1.889408200077014e-06,17646,3.5292,6,2.0,4520,480,1.1907980517283356,5480,10000,2.305843009213694e+18,"[[144173240364996770, 1276607102766329742], [1316153465216681486, 593588258721341972], [891339916669062610, 1419387771326649839]]"
fixed,sorted,10000,5000,2.0,1,6,0.01295024999853922,1.2950249998539221e-06,0.00368170799993095,7.363415999861899e-07,7480,1.496,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,6,0.024927166999987094,2.4927166999987094e-06,0.00950616700356477,1.901233400712954e-06,18572,3.7144,7,2.0,4477,523,1.235637487291479,5523,10000,2.305843009213694e+18,"[[727386515324539458, 1284136067485901726], [1233138577490571038, 1828907452299493987], [1165171476919621068, 1646066583754636611]]"
fixed,sorted,10000,5000,2.0,1,7,0.012857333000283688,1.2857333000283687e-06,0.003601332999096485,7.202665998192969e-07,7504,1.5008,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,7,0.024824707998050144,2.482470799805014e-06,0.0094647090008948,1.89294180017896e-06,18218,3.6436,7,2.0,4493,507,1.2367699866992246,5507,10000,2.305843009213694e+18,"[[793970665397899006, 2152094108188559335], [745929175751854539, 1278256298576207987], [1862522474300937406, 1567653588555493210]]"
fixed,sorted,10000,5000,2.0,1,8,0.012914499999169493,1.2914499999169494e-06,0.003713459002028685,7.42691800405737e-07,7491,1.4982,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,8,0.025201083997671958,2.5201083997671957e-06,0.009597624997695675,1.919524999539135e-06,19389,3.8778,7,2.0,4462,538,1.2636455199145051,5538,10000,2.305843009213694e+18,"[[1973099216186019426, 839551891445904909], [2054075847285760178, 1596895736779450158], [1768356806526079850, 761040643918656312]]"
fixed,sorted,10000,5000,2.0,1,9,0.012817000002542045,1.2817000002542045e-06,0.00355012499858276,7.10024999716552e-07,7516,1.5032,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,9,0.025074958000914194,2.5074958000914196e-06,0.009676541998487664,1.935308399697533e-06,19858,3.9716,9,2.0,4378,622,1.3405968819895113,5622,10000,2.305843009213694e+18,"[[1933427113282973200, 1273492775044695229], [567420718719220919, 2291110579130834537], [1919842552580472723, 589921478534064354]]"
fixed,sorted,10000,5000,2.0,1,10,0.012971874999493593,1.2971874999493593e-06,0.0036113749993091915,7.222749998618383e-07,7450,1.49,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,10,0.02508516699890606,2.508516699890606e-06,0.009583040999132209,1.9166081998264418e-06,18841,3.7682,8,2.0,4356,644,1.3611759621738844,5644,10000,2.305843009213694e+18,"[[618696799174358726, 2029214271970554437], [1181946042011416434, 1971785935387254006], [855518877651879508, 78523067754061221]]"
fixed,sorted,10000,5000,2.0,1,11,0.012910166999063222,1.2910166999063222e-06,0.0035200839993194677,7.040167998638936e-07,7532,1.5064,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,11,0.02472120799939148,2.472120799939148e-06,0.009567541997967055,1.913508399593411e-06,18330,3.666,7,2.0,4490,510,1.2340178280721879,5510,10000,2.305843009213694e+18,"[[1967359095987829717, 498185230560009946], [1157680175712590001, 1113020793331031894], [1655376568515428791, 831730782862272696]]"
fixed,sorted,10000,5000,2.0,1,12,0.012983874999918044,1.2983874999918044e-06,0.0036500839996733703,7.30016799934674e-07,7457,1.4914,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,12,0.025023541998962173,2.502354199896217e-06,0.009674791999714216,1.934958399942843e-06,21063,4.2126,9,2.0,4207,793,1.5057224179774968,5793,10000,2.305843009213694e+18,"[[2258536001366688123, 1012121370449003109], [686970057059376321, 2051824648104402063], [1124175962628406669, 504983195232581899]]"
fixed,sorted,10000,5000,2.0,1,13,0.012891999998828396,1.2891999998828395e-06,0.003585540998756187,7.171081997512374e-07,7411,1.4822,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,13,0.024900958000216633,2.4900958000216634e-06,0.009580624999216525,1.916124999843305e-06,20466,4.0932,8,2.0,4244,756,1.45657131648265,5756,10000,2.305843009213694e+18,"[[2277903568736387890, 452514279465990313], [2303280692498563247, 697951185415921787], [183691764838410618, 423743168849403417]]"
fixed,sorted,10000,5000,2.0,1,14,0.012911792000522837,1.2911792000522837e-06,0.0036091250003664754,7.218250000732951e-07,7513,1.5026,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,14,0.025023165999300545,2.5023165999300544e-06,0.009568125002260786,1.913625000452157e-06,18430,3.686,7,2.0,4516,484,1.2249081598226048,5484,10000,2.305843009213694e+18,"[[1956076132499880650, 26508845497723367], [1505952038662606745, 694384076709536977], [1251442079079685814, 2146666122401106131]]"
fixed,sorted,10000,5000,2.0,1,15,0.01288991700130282,1.288991700130282e-06,0.0035874999994121026,7.174999998824205e-07,7515,1.503,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,15,0.024972207997052465,2.4972207997052466e-06,0.009416167002200382,1.8832334004400765e-06,18631,3.7262,8,2.0,4433,567,1.2867012085173466,5567,10000,2.305843009213694e+18,"[[847978861133403702, 1395714462194184430], [518482636670340538, 740682746084312398], [1100716632290196263, 2269261073193213249]]"
fixed,sorted,10000,5000,2.0,1,16,0.012943624999024905,1.2943624999024906e-06,0.0036140000011073425,7.228000002214685e-07,7477,1.4954,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,16,0.024822874998790212,2.482287499879021e-06,0.009553166997648077,1.9106333995296155e-06,17887,3.5774,7,2.0,4497,503,1.2119405926034494,5503,10000,2.305843009213694e+18,"[[454612962106966139, 1702438209959121919], [2265420330264173236, 463866247378689703], [443667755326800348, 934787930118675060]]"
fixed,sorted,10000,5000,2.0,1,17,0.012890624999272404,1.2890624999272405e-06,0.003526707998389611,7.053415996779223e-07,7538,1.5076,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,17,0.02504895799938822,2.504895799938822e-06,0.009444834002351854,1.8889668004703708e-06,17931,3.5862,6,2.0,4524,476,1.1852425912023243,5476,10000,2.305843009213694e+18,"[[195095767942445094, 1500048066919629750], [1059562453095694534, 313986444720046481], [691564608163384468, 53651072377497930]]"
fixed,sorted,10000,5000,2.0,1,18,0.013172374998248415,1.3172374998248416e-06,0.003572500001610024,7.145000003220048e-07,7559,1.5118,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,18,0.025333625002531335,2.5333625002531333e-06,0.00959283300107927,1.918566600215854e-06,20015,4.003,9,2.0,4228,772,1.5320574401764446,5772,10000,2.305843009213694e+18,"[[653524007492807808, 355415340864572460], [529539352426941228, 1114891161808553618], [2041277660056489008, 2248875904457507991]]"
fixed,sorted,10000,5000,2.0,1,19,0.01287045899880468,1.287045899880468e-06,0.003626417001214577,7.252834002429154e-07,7550,1.51,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,19,0.024945332999777747,2.494533299977775e-06,0.00942708300135564,1.885416600271128e-06,18225,3.645,7,2.0,4521,479,1.22343777937417,5479,10000,2.305843009213694e+18,"[[418983635330710152, 499844581152741729], [2091481658804620576, 676363097439722673], [1853845312400714918, 63921434307813850]]"
fixed,sorted,10000,5000,2.0,1,20,0.012842875003116205,1.2842875003116206e-06,0.0035627910001494456,7.125582000298891e-07,7473,1.4946,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,20,0.025262999999540625,2.5262999999540627e-06,0.00971604200094589,1.943208400189178e-06,20476,4.0952,10,2.0,4175,825,1.5026643005009468,5825,10000,2.305843009213694e+18,"[[1326467972949138173, 150235521510768009], [1878749678761878296, 2057856258604839518], [714528426559143356, 1546845777023972402]]"
fixed,sorted,10000,5000,2.0,1,21,0.012782999998307787,1.2782999998307786e-06,0.003625541001383681,7.251082002767362e-07,7520,1.504,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,21,0.0247100419983326,2.47100419983326e-06,0.0094070000013744,1.8814000002748799e-06,18228,3.6456,8,2.0,4444,556,1.2745195173083854,5556,10000,2.305843009213694e+18,"[[1024322815512585445, 2145571529822921201], [583220317473756343, 1521440433806999588], [891688296819238137, 181082232511610579]]"
fixed,sorted,10000,5000,2.0,1,22,0.012858750000305008,1.2858750000305008e-06,0.0035915000007662456,7.183000001532491e-07,7521,1.5042,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,22,0.025175583999953233,2.5175583999953232e-06,0.009717166998598259,1.943433399719652e-06,21693,4.3386,9,2.0,4305,695,1.4434680460612905,5695,10000,2.305843009213694e+18,"[[287886780813115929, 1413457234261051687], [1236295213923302512, 1583790892526252416], [469264712334336849, 619461346342472605]]"
fixed,sorted,10000,5000,2.0,1,23,0.012804541998775676,1.2804541998775677e-06,0.0035852920009347145,7.170584001869429e-07,7501,1.5002,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,23,0.02517295800134889,2.5172958001348888e-06,0.009864125000603963,1.9728250001207924e-06,25704,5.1408,10,2.0,4170,830,1.67594749321093,5830,10000,2.305843009213694e+18,"[[666030003530279332, 1185754838603315180], [507164280403988863, 1057119984642882112], [1021713661893975990, 2137083730657759889]]"
fixed,sorted,10000,5000,2.0,1,24,0.012871709001046838,1.2871709001046838e-06,0.0035705410009541083,7.141082001908217e-07,7470,1.494,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,24,0.024817249999614432,2.4817249999614434e-06,0.009490666998317465,1.898133399663493e-06,19041,3.8082,7,2.0,4448,552,1.2989226304903614,5552,10000,2.305843009213694e+18,"[[719391770955253926, 2130106160647316609], [1814591772010625413, 678012837864961736], [2256121436648175771, 1806161501175307684]]"
fixed,sorted,10000,5000,2.0,1,25,0.012871541999629699,1.2871541999629699e-06,0.0035983339985250495,7.196667997050099e-07,7528,1.5056,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,25,0.024962833998870337,2.496283399887034e-06,0.009503166998911183,1.9006333997822366e-06,18862,3.7724,8,2.0,4325,675,1.3676256797823008,5675,10000,2.305843009213694e+18,"[[267692963849940753, 941673545738002381], [1078297968137412989, 615313745506248579], [1375102846946731697, 1124764272089465404]]"
fixed,sorted,10000,5000,2.0,1,26,0.01291874999878928,1.291874999878928e-06,0.003501541999867186,7.003083999734372e-07,7545,1.509,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,26,0.024957500001619337,2.495750000161934e-06,0.0095797499998298,1.91594999996596e-06,17934,3.5868,7,2.0,4551,449,1.20797350964332,5449,10000,2.305843009213694e+18,"[[1075367493781816306, 1590101887495472611], [1902892487837865007, 1154722482783782897], [1398969667391390162, 561164263128564704]]"
fixed,sorted,10000,5000,2.0,1,27,0.012842874999478227,1.2842874999478227e-06,0.003610625000874279,7.221250001748559e-07,7529,1.5058,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,27,0.02534491600090405,2.534491600090405e-06,0.009974374999728752,1.9948749999457506e-06,27529,5.5058,9,2.0,4218,782,1.711724276862369,5782,10000,2.305843009213694e+18,"[[86018572855962195, 1847883699258444581], [153743650771889609, 794633789185287595], [2121092647333014343, 2013162642849706046]]"
fixed,sorted,10000,5000,2.0,1,28,0.012822458000300685,1.2822458000300685e-06,0.003582291999919107,7.164583999838215e-07,7510,1.502,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,28,0.024891916997148655,2.4891916997148656e-06,0.009398958001838764,1.879791600367753e-06,17871,3.5742,8,2.0,4500,500,1.2294714311442947,5500,10000,2.305843009213694e+18,"[[273089160051860230, 1621121173616640907], [1037773347474994553, 742865219208374151], [246540013351488701, 1890370731478794172]]"
fixed,sorted,10000,5000,2.0,1,29,0.012862083000072744,1.2862083000072744e-06,0.0034775000021909364,6.955000004381872e-07,7440,1.488,2,2.0,5000,0,0.0,5000,10000,,
universal,sorted,10000,5000,2.0,3,29,0.02488091700070072,2.488091700070072e-06,0.009661749998485902,1.9323499996971804e-06,18440,3.688,7,2.0,4541,459,1.19565881421081,5459,10000,2.305843009213694e+18,"[[1172432318357405658, 1841538480035479711], [610889197299678937, 356910957590253921], [1744744512350649053, 459482189801702091]]"
fixed,adversarial,10000,5000,2.0,1,0,0.34197120899989386,3.4197120899989386e-05,1.464557250001235,0.000292911450000247,25065234,5013.0468,10000,2.0,1,4999,141.40721339450826,9999,10000,,
universal,adversarial,10000,5000,2.0,3,0,0.02527537499918253,2.5275374999182533e-06,0.009571917002176633,1.914383400435327e-06,17714,3.5428,6,2.0,4529,471,1.1901260437449472,5471,10000,2.305843009213694e+18,"[[256711980439665054, 1709899044117486289], [564682175042572888, 321752549611034334], [236337776990707882, 1707863537360842093]]"
fixed,adversarial,10000,5000,2.0,1,1,0.34391716699974495,3.43917166999745e-05,1.4636695420012984,0.0002927339084002597,25038251,5007.6502,10000,2.0,1,4999,141.40721339450826,9999,10000,,
universal,adversarial,10000,5000,2.0,3,1,0.024904542002332164,2.4904542002332166e-06,0.009856291999312816,1.9712583998625633e-06,19625,3.925,7,2.0,4396,604,1.3255942063844426,5604,10000,2.305843009213694e+18,"[[659665203979258006, 1758630025113616856], [2212240429613108902, 852878681887507335], [1610489816920689347, 222016741360720591]]"
fixed,adversarial,10000,5000,2.0,1,2,0.3427620410002419,3.427620410002419e-05,1.4395857080016867,0.00028791714160033736,24997385,4999.477,10000,2.0,1,4999,141.40721339450826,9999,10000,,
universal,adversarial,10000,5000,2.0,3,2,0.02485754199733492,2.485754199733492e-06,0.009778458999790018,1.9556917999580038e-06,20213,4.0426,8,2.0,4344,656,1.4181678320988669,5656,10000,2.305843009213694e+18,"[[1199085610155232937, 1617812241682181496], [268989063807004320, 875226211544593835], [667698580330647039, 518091674429352682]]"
fixed,adversarial,10000,5000,2.0,1,3,0.3441783749985916,3.441783749985916e-05,1.4432976659991255,0.0002886595331998251,24999873,4999.9746,10000,2.0,1,4999,141.40721339450826,9999,10000,,
universal,adversarial,10000,5000,2.0,3,3,0.024899332998757018,2.489933299875702e-06,0.009765375001734355,1.953075000346871e-06,17589,3.5178,7,2.0,4541,459,1.1926441212700458,5459,10000,2.305843009213694e+18,"[[963130306873368709, 594124941275654819], [699113413627218811, 49790444920847614], [1116618126344352917, 264798812748597129]]"
fixed,adversarial,10000,5000,2.0,1,4,0.34162020800067694,3.416202080006769e-05,1.4547051669978828,0.0002909410333995766,25210272,5042.0544,10000,2.0,1,4999,141.40721339450826,9999,10000,,
